sFileNumber,vCoverageType,vProduct,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-500221,3863,Title & Sub-Escrow,467032.00,1.00,65.00,1044.00,20.00,27.00,0.00,51.00
17-500222,3860,Title Only,89114.00,2.00,82.00,1460.00,23.00,56.00,0.00,103.00
2301-200149,3863,Title and Escrow,147835.56,3.00,88.00,1567.00,21.00,55.00,0.00,40.00
17-500223,3860,Title & Sub-Escrow,189542.00,1.00,72.00,1479.00,24.00,49.00,0.00,91.00
17-500224,3860,Title & Sub-Escrow,59675.00,1.00,59.00,1207.00,24.00,26.00,0.00,33.00
17-500225,3860,TSG - Trustee Sale Guarantee,128246.50,2.00,17.00,451.00,12.00,6.00,0.00,103.00
2301-200150,3860,Title and Escrow,120000.00,0.00,56.00,658.00,19.00,16.00,1.00,45.00
2301-200151,3860,Title and Escrow,39825.00,3.00,91.00,1612.00,25.00,53.00,0.00,68.00
17-500226,3860,Title & Sub-Escrow,492000.00,2.00,45.00,544.00,23.00,13.00,1.00,45.00
17-500227,3860,Title & Sub-Escrow,151000.00,1.00,37.00,478.00,22.00,7.00,1.00,45.00
17-500228,3863,LCP & Sub-Escrow,65000.00,2.00,43.00,569.00,5.00,6.00,1.00,45.00
17-500229,3860,Title & Full Escrow,156000.00,2.00,79.00,1290.00,21.00,32.00,0.00,37.00
17-500230,3860,Property Report / O&E - Title Only,530000.00,1.00,25.00,385.00,10.00,5.00,0.00,198.00
17-500231,3860,Property Report / O&E - Title Only,25000.00,1.00,38.00,569.00,4.00,13.00,0.00,28.00
17-500232,3863,Title Only,275987.00,1.00,59.00,1009.00,18.00,29.00,0.00,51.00
17-500233,3863,LCP - Title Only,133000.00,0.00,41.00,592.00,4.00,13.00,0.00,50.00
17-500234,3860,Property Report / O&E - Title Only,50000.00,1.00,42.00,568.00,4.00,12.00,0.00,40.00
17-500235,3860,Title Only,111050.00,1.00,90.00,1423.00,24.00,37.00,0.00,99.00
2301-200154,3860,Title and Escrow,102790.00,1.00,76.00,1211.00,19.00,36.00,0.00,58.00
17-500237,3863,Title Only,364000.00,1.00,49.00,723.00,19.00,18.00,0.00,41.00
17-500238,3863,Title & Sub-Escrow,290106.00,1.00,40.00,438.00,19.00,4.00,1.00,45.00
17-500239,3863,Title & Sub-Escrow,320000.00,1.00,38.00,415.00,18.00,5.00,1.00,45.00
17-500240,3863,Title & Full Escrow,157500.00,1.00,69.00,1032.00,16.00,23.00,0.00,55.00
17-500241,3860,Title & Sub-Escrow,160000.00,1.00,48.00,512.00,22.00,10.00,1.00,45.00
17-500242,3863,LCP - Title Only,100000.00,1.00,53.00,746.00,4.00,14.00,0.00,55.00
17-500243,3863,LCP - Title Only,100000.00,1.00,59.00,867.00,4.00,19.00,0.00,65.00
17-500244,3860,Property Report / O&E - Title Only,38000.00,2.00,28.00,361.00,6.00,6.00,0.00,199.00
17-500245,3863,Title & Sub-Escrow,167400.00,1.00,54.00,805.00,18.00,24.00,0.00,56.00
17-500246,3860,Property Report / O&E - Title Only,50000.00,1.00,48.00,584.00,6.00,7.00,0.00,42.00
2301-200156,3860,Title and Escrow,265000.00,4.00,52.00,680.00,22.00,18.00,1.00,45.00
17-500247,3863,LCP & Sub-Escrow,25000.00,0.00,65.00,1018.00,8.00,21.00,0.00,103.00
2301-200158,3863,Title and Escrow,341523.00,2.00,82.00,1737.00,18.00,59.00,0.00,69.00
2301-200159,3860,Title and Escrow,91770.00,1.00,85.00,1578.00,22.00,52.00,0.00,64.00
17-500248,3863,Title Only,284000.00,2.00,45.00,1043.00,18.00,23.00,0.00,23.00
17-500249,3863,Property Report / O&E - Title Only,120000.00,1.00,50.00,639.00,4.00,10.00,0.00,64.00
17-500250,3860,Property Report / O&E - Title Only,15000.00,1.00,28.00,360.00,4.00,5.00,0.00,198.00
17-500251,3863,Title & Full Escrow,79500.00,2.00,73.00,1220.00,19.00,20.00,0.00,48.00
17-500252,3863,Title & Sub-Escrow,189700.00,1.00,56.00,905.00,18.00,24.00,0.00,48.00
17-500253,3863,Title & Full Escrow,96000.00,3.00,83.00,1423.00,28.00,32.00,0.00,71.00
2301-200160,3863,Title and Escrow,169940.00,0.00,91.00,1259.00,17.00,40.00,0.00,68.00
17-500254,3860,Property Report / O&E - Title Only,40000.00,1.00,42.00,612.00,5.00,11.00,0.00,62.00
2301-200161,3863,Title and Escrow,243000.00,1.00,82.00,1440.00,20.00,42.00,0.00,23.00
17-500256,3863,Title & Full Escrow,234000.00,1.00,75.00,1048.00,22.00,20.00,0.00,70.00
17-500258,3863,Title & Full Escrow,270000.00,1.00,74.00,1026.00,19.00,22.00,0.00,64.00
17-500261,3863,Property Report / O&E - Title Only,100000.00,1.00,45.00,640.00,4.00,14.00,0.00,103.00
2301-200162,3863,Title and Escrow,48918.00,0.00,89.00,1448.00,17.00,34.00,0.00,34.00
17-500262,3860,Property Report / O&E - Title Only,75000.00,1.00,48.00,579.00,4.00,9.00,0.00,33.00
17-500263,3863,LCP & Sub-Escrow,80000.00,2.00,41.00,515.00,6.00,6.00,1.00,45.00
17-500264,3863,Title Only,213831.00,0.00,36.00,306.00,2.00,5.00,1.00,45.00
2301-200165,3860,Title and Escrow,135000.00,1.00,57.00,601.00,11.00,13.00,1.00,45.00
17-500266,3860,Property Report / O&E - Title Only,107500.00,2.00,43.00,592.00,9.00,22.00,0.00,44.00
2301-200166,3860,Title and Escrow,550000.00,1.00,50.00,410.00,18.00,6.00,1.00,45.00
2301-200167,3860,Title and Escrow,70620.00,0.00,101.00,1527.00,20.00,54.00,0.00,20.00
2301-200168,3860,Title and Escrow,34398.00,1.00,114.00,2019.00,23.00,66.00,0.00,28.00
2301-200169,3860,Title and Escrow,625500.00,1.00,95.00,1189.00,25.00,45.00,1.00,45.00
17-500270,3863,Title & Full Escrow,85000.00,1.00,64.00,492.00,6.00,7.00,1.00,45.00
2301-200170,3863,Title and Escrow,44631.00,1.00,74.00,1283.00,18.00,34.00,0.00,62.00
17-500271,3863,Title & Full Escrow,87000.00,1.00,62.00,426.00,6.00,5.00,1.00,45.00
17-500272,3863,Title & Sub-Escrow,207000.00,1.00,68.00,985.00,20.00,24.00,0.00,112.00
17-500273,3863,Title & Full Escrow,150000.00,4.00,52.00,539.00,22.00,14.00,1.00,45.00
17-500274,3860,Title & Sub-Escrow,198000.00,1.00,71.00,975.00,22.00,30.00,0.00,49.00
2301-200172,3863,Title and Escrow,196014.00,2.00,89.00,1386.00,20.00,41.00,0.00,26.00
17-500275,3860,Title & Sub-Escrow,199500.00,1.00,77.00,1455.00,28.00,39.00,0.00,78.00
2301-200173,3860,Title and Escrow,63258.00,0.00,41.00,379.00,2.00,11.00,1.00,45.00
2301-200174,3863,Title and Escrow,275000.00,2.00,55.00,585.00,19.00,9.00,1.00,45.00
2301-200175,3863,Title and Escrow,625500.00,0.00,67.00,486.00,4.00,5.00,1.00,45.00
2301-200176,3863,Title and Escrow,392250.00,1.00,68.00,926.00,18.00,31.00,1.00,45.00
17-500277,3860,Title & Sub-Escrow,45751.00,2.00,69.00,1211.00,28.00,33.00,0.00,84.00
2301-200177,3860,Title and Escrow,80868.00,0.00,74.00,1412.00,20.00,42.00,0.00,90.00
2301-200178,3863,Title and Escrow,6255000.00,1.00,58.00,539.00,18.00,11.00,1.00,45.00
17-500278,3860,Title & Sub-Escrow,144749.00,1.00,57.00,1074.00,23.00,26.00,0.00,55.00
17-500279,3860,Property Report / O&E - Title Only,150000.00,0.00,16.00,277.00,1.00,8.00,1.00,45.00
17-500280,3863,LCP - Title Only,23000.00,1.00,35.00,383.00,4.00,4.00,1.00,45.00
17-500281,3860,Property Report / O&E - Title Only,60000.00,0.00,13.00,203.00,4.00,3.00,1.00,45.00
2301-200181,3860,Title and Escrow,120000.00,1.00,57.00,678.00,22.00,21.00,1.00,45.00
2301-200183,29189,Title and Escrow,85212.00,0.00,65.00,1263.00,4.00,44.00,0.00,62.00
17-500282,3863,LCP - Title Only,100.00,5.00,35.00,539.00,12.00,8.00,0.00,223.00
17-500283,3863,LCP - Title Only,30000.00,1.00,48.00,659.00,4.00,8.00,0.00,57.00
17-500284,3863,Property Report / O&E & Full Escrow,250000.00,2.00,57.00,726.00,8.00,17.00,0.00,62.00
17-500285,3863,LCP - Title Only,100.00,2.00,33.00,398.00,8.00,6.00,0.00,223.00
17-500286,3863,Property Report / O&E - Title Only,100000.00,1.00,43.00,550.00,5.00,13.00,0.00,48.00
17-500288,3863,Title Only,150000.00,1.00,55.00,995.00,20.00,32.00,0.00,40.00
17-500289,3863,Title Only,224161.00,1.00,52.00,890.00,17.00,29.00,0.00,37.00
17-500290,3860,Property Report / O&E - Title Only,250000.00,2.00,43.00,574.00,4.00,13.00,0.00,42.00
2301-200186,3860,Title and Escrow,170000.00,1.00,61.00,858.00,22.00,19.00,1.00,45.00
17-500292,3860,Property Report / O&E - Title Only,174000.00,1.00,42.00,577.00,4.00,12.00,0.00,40.00
17-500293,3863,Property Report / O&E - Title Only,50000.00,1.00,54.00,536.00,4.00,10.00,0.00,18.00
2301-200187,3863,Title and Escrow,280000.00,1.00,52.00,560.00,33.00,11.00,1.00,45.00
2301-200188,29189,Title and Escrow,38000.00,0.00,49.00,425.00,2.00,8.00,1.00,45.00
17-500294,3863,LCP - Title Only,100.00,2.00,33.00,380.00,8.00,5.00,0.00,223.00
2301-200189,3863,Title and Escrow,196670.00,1.00,114.00,1954.00,16.00,73.00,0.00,26.00
2301-200190,3863,Title and Escrow,37820.00,1.00,93.00,1646.00,29.00,50.00,0.00,50.00
17-500295,3863,LCP - Title Only,100.00,2.00,33.00,370.00,8.00,4.00,0.00,223.00
17-500296,3863,LCP - Title Only,100.00,4.00,33.00,389.00,11.00,4.00,0.00,223.00
2301-200192,3860,Title and Escrow,80000.00,2.00,47.00,513.00,20.00,16.00,1.00,45.00
17-500297,3860,Title Only,100000.00,0.00,63.00,963.00,20.00,23.00,0.00,35.00
17-500298,3860,Property Report / O&E - Title Only,25000.00,1.00,43.00,552.00,4.00,12.00,0.00,33.00
17-500299,3860,Property Report / O&E - Title Only,30000.00,1.00,27.00,311.00,4.00,5.00,0.00,198.00
2301-200195,3863,Title Only,46241.75,1.00,82.00,1446.00,30.00,29.00,0.00,42.00
2301-200196,3863,Title Only,29800.00,1.00,48.00,558.00,30.00,10.00,1.00,45.00
2301-200197,3863,Title Only,250000.00,0.00,74.00,1331.00,30.00,32.00,0.00,54.00
17-500300,3860,Title Only,310523.82,1.00,63.00,1002.00,24.00,24.00,0.00,218.00
17-500301,3860,Title Only,96476.00,1.00,67.00,996.00,24.00,29.00,0.00,50.00
2301-200198,3860,Title and Escrow,115800.00,0.00,85.00,1500.00,24.00,43.00,0.00,41.00
17-500304,3860,Title Only,42733.00,2.00,69.00,770.00,24.00,19.00,1.00,45.00
17-500305,3863,Title Only,117511.00,7.00,38.00,623.00,27.00,7.00,1.00,45.00
17-500308,3863,Title & Full Escrow,52450.00,2.00,74.00,1125.00,19.00,30.00,0.00,43.00
2301-200200,3860,Title and Escrow,435000.00,1.00,129.00,1925.00,23.00,62.00,0.00,41.00
17-500309,3863,Title Only,233000.00,2.00,63.00,950.00,21.00,36.00,0.00,50.00
17-500311,3863,Title Only,74593.00,1.00,52.00,941.00,31.00,21.00,0.00,34.00
17-500312,3863,Property Report / O&E - Title Only,88500.00,2.00,28.00,391.00,11.00,5.00,0.00,197.00
17-500313,3863,Title Only,72566.00,1.00,51.00,832.00,31.00,19.00,0.00,54.00
2301-200201,3863,Title and Escrow,56000.00,3.00,67.00,720.00,21.00,16.00,1.00,45.00
17-500315,3863,Title & Full Escrow,74500.00,2.00,55.00,431.00,20.00,5.00,1.00,45.00
2301-200202,3863,Title and Escrow,224000.00,1.00,100.00,1755.00,18.00,60.00,0.00,34.00
2301-200203,3863,Title and Escrow,284375.00,2.00,91.00,1589.00,18.00,40.00,0.00,32.00
2301-200204,3860,Title and Escrow,151000.00,1.00,52.00,520.00,19.00,6.00,1.00,45.00
17-500316,3863,Property Report / O&E - Title Only,75000.00,1.00,41.00,498.00,4.00,10.00,0.00,32.00
2301-200205,3860,Title and Escrow,128310.00,0.00,106.00,1718.00,20.00,50.00,0.00,19.00
17-500317,3863,Property Report / O&E - Title Only,100000.00,1.00,47.00,551.00,4.00,11.00,0.00,34.00
17-500318,3860,Property Report / O&E - Title Only,250000.00,0.00,16.00,224.00,4.00,5.00,1.00,45.00
17-500319,3863,Stand Alone Modification,106768.00,1.00,36.00,965.00,18.00,19.00,0.00,83.00
17-500320,3863,LCP - Title Only,30000.00,1.00,49.00,762.00,4.00,10.00,0.00,20.00
17-500321,3860,Title Only,850000.00,1.00,31.00,377.00,18.00,7.00,1.00,45.00
17-500322,3863,LCP - Title Only,41000.00,2.00,47.00,642.00,5.00,11.00,0.00,48.00
17-500323,3860,Property Report / O&E - Title Only,103000.00,2.00,27.00,393.00,8.00,8.00,0.00,197.00
17-500324,3863,Title Only,90120.00,1.00,50.00,884.00,20.00,23.00,0.00,21.00
17-500325,3860,Examiner's Report,360000.00,1.00,30.00,441.00,10.00,14.00,0.00,197.00
17-500327,3860,Title & Sub-Escrow,240000.00,1.00,48.00,674.00,23.00,5.00,1.00,45.00
17-500328,3860,Property Report / O&E - Title Only,100000.00,3.00,33.00,441.00,8.00,4.00,0.00,197.00
2301-200208,3860,Title and Escrow,87984.00,0.00,87.00,1957.00,20.00,48.00,0.00,43.00
2301-200209,3863,Title and Escrow,49772.00,1.00,73.00,1461.00,20.00,51.00,0.00,76.00
2301-200210,29189,Title and Escrow,165690.00,0.00,65.00,1578.00,1.00,56.00,0.00,61.00
2301-200211,3860,Title and Escrow,124785.00,1.00,93.00,1757.00,12.00,53.00,0.00,127.00
17-500329,3863,Title & Sub-Escrow,57396.00,1.00,48.00,717.00,18.00,14.00,1.00,45.00
17-500330,3860,Title & Full Escrow,543345.00,3.00,56.00,847.00,25.00,11.00,1.00,45.00
2301-200212,3863,Title and Escrow,317128.50,1.00,118.00,2152.00,18.00,81.00,0.00,68.00
17-500331,3863,LCP - Title Only,45000.00,1.00,36.00,403.00,4.00,5.00,1.00,45.00
2301-200214,3863,Title and Escrow,140000.00,2.00,52.00,636.00,23.00,7.00,1.00,45.00
2301-200215,3863,Title and Escrow,108720.00,1.00,93.00,1920.00,31.00,55.00,0.00,27.00
17-500332,3863,LCP - Title Only,50000.00,0.00,40.00,651.00,4.00,8.00,0.00,21.00
2301-200216,3860,Title and Escrow,80884.00,0.00,83.00,1428.00,20.00,38.00,0.00,62.00
17-500337,3860,Title & Full Escrow,145000.00,1.00,81.00,1203.00,23.00,17.00,0.00,32.00
17-500342,3860,Property Report / O&E - Title Only,10000.00,1.00,42.00,556.00,4.00,10.00,0.00,39.00
17-500343,3863,LCP - Title Only,24247.00,1.00,39.00,616.00,4.00,23.00,0.00,42.00
17-500344,3863,Title & Sub-Escrow,27750.00,0.00,63.00,1283.00,19.00,21.00,0.00,26.00
17-500345,3863,Title Only,468981.00,1.00,38.00,496.00,20.00,7.00,1.00,45.00
17-500346,3863,Title Only,234607.00,2.00,42.00,513.00,23.00,10.00,1.00,45.00
17-500347,3863,LCP - Title Only,28000.00,1.00,41.00,634.00,4.00,15.00,0.00,28.00
17-500348,3860,Title Only,100000.00,1.00,45.00,858.00,22.00,26.00,0.00,35.00
17-500349,3863,Property Report / O&E - Title Only,63000.00,1.00,46.00,801.00,4.00,13.00,0.00,32.00
17-500350,3860,Title & Sub-Escrow,50813.00,1.00,75.00,1234.00,24.00,42.00,0.00,104.00
17-500351,3860,Title Only,145000.00,0.00,22.00,250.00,2.00,4.00,1.00,45.00
17-500352,3863,LCP - Title Only,60000.00,0.00,27.00,228.00,2.00,3.00,1.00,45.00
17-500353,3860,Title Only,200000.00,0.00,56.00,887.00,25.00,19.00,0.00,47.00
17-500354,3860,Title Only,20000.00,1.00,60.00,925.00,20.00,26.00,0.00,41.00
17-500355,3863,LCP - Title Only,35000.00,2.00,40.00,531.00,5.00,14.00,0.00,21.00
17-500356,3863,Title & Full Escrow,165000.00,1.00,78.00,1515.00,19.00,29.00,0.00,35.00
17-500357,3863,LCP - Title Only,60000.00,1.00,51.00,682.00,4.00,8.00,0.00,56.00
17-500358,3863,Title Only,476000.00,2.00,33.00,369.00,19.00,4.00,1.00,45.00
17-500359,3863,Property Report / O&E - Title Only,15000.00,1.00,51.00,519.00,4.00,8.00,0.00,17.00
17-500360,3863,LCP - Title Only,10000.00,1.00,41.00,589.00,4.00,18.00,0.00,42.00
2301-200222,3863,Title and Escrow,625500.00,0.00,93.00,1486.00,30.00,49.00,0.00,33.00
2301-200223,3860,Title and Escrow,198000.00,1.00,141.00,2436.00,18.00,83.00,0.00,130.00
2301-200224,3860,Title and Escrow,585000.00,1.00,48.00,517.00,17.00,7.00,1.00,45.00
17-500361,3863,Title & Sub-Escrow,172000.00,2.00,76.00,1193.00,18.00,45.00,0.00,54.00
17-500364,3860,Property Report / O&E - Title Only,38650.00,1.00,48.00,588.00,5.00,8.00,0.00,42.00
17-500368,3863,Title & Full Escrow,225000.00,0.00,50.00,330.00,0.00,4.00,1.00,45.00
17-500369,3860,Property Report / O&E - Title Only,167400.00,1.00,56.00,650.00,4.00,14.00,0.00,50.00
17-500371,3860,Property Report / O&E & Full Escrow,40000.00,1.00,69.00,942.00,4.00,22.00,0.00,46.00
17-500373,3860,Property Report / O&E - Title Only,20000.00,1.00,27.00,314.00,4.00,5.00,0.00,197.00
17-500374,3863,Property Report / O&E - Title Only,50000.00,1.00,42.00,525.00,5.00,11.00,0.00,22.00
17-500375,3863,Property Report / O&E - Title Only,61450.00,1.00,46.00,586.00,4.00,8.00,0.00,34.00
17-500376,3860,Title & Sub-Escrow,417000.00,2.00,63.00,1185.00,27.00,37.00,0.00,49.00
2301-200225,3863,Title and Escrow,134475.00,2.00,74.00,1410.00,21.00,36.00,0.00,68.00
2301-200226,3863,Title and Escrow,250000.00,0.00,51.00,463.00,17.00,4.00,1.00,45.00
17-500379,3860,Title Only,60669.00,1.00,58.00,1054.00,23.00,25.00,0.00,38.00
2301-200227,3863,Title and Escrow,400000.00,2.00,49.00,459.00,19.00,7.00,1.00,45.00
17-500380,3863,Title Only,325395.00,2.00,56.00,713.00,20.00,21.00,0.00,49.00
17-500381,3860,Title Only,143139.00,1.00,90.00,1201.00,12.00,44.00,0.00,70.00
17-500382,3863,LCP & Sub-Escrow,38800.00,2.00,65.00,907.00,6.00,22.00,0.00,20.00
2301-200230,3860,Title and Escrow,150000.00,0.00,40.00,605.00,1.00,6.00,1.00,45.00
2301-200231,3863,Title and Escrow,110088.00,0.00,88.00,1372.00,28.00,31.00,0.00,46.00
17-500383,3863,Title Only,150000.00,0.00,62.00,782.00,18.00,18.00,0.00,47.00
17-500384,3863,Title Only,288000.00,3.00,76.00,1022.00,19.00,35.00,0.00,199.00
2301-200232,3863,Title and Escrow,283176.00,1.00,106.00,1834.00,17.00,38.00,0.00,31.00
17-500385,3860,Property Report / O&E & Full Escrow,64300.00,2.00,72.00,917.00,6.00,27.00,0.00,31.00
17-500386,3863,Title & Sub-Escrow,317000.00,2.00,39.00,441.00,18.00,5.00,1.00,45.00
17-500387,3860,Property Report / O&E - Title Only,1.00,1.00,27.00,369.00,9.00,6.00,0.00,196.00
17-500388,3863,Title & Sub-Escrow,359134.00,1.00,37.00,330.00,18.00,4.00,1.00,45.00
17-500389,3863,Title & Full Escrow,150990.00,1.00,48.00,486.00,18.00,8.00,1.00,45.00
17-500390,3863,Property Report / O&E - Title Only,86700.00,2.00,28.00,362.00,11.00,4.00,0.00,196.00
17-500391,3863,Property Report / O&E - Title Only,0.00,1.00,28.00,424.00,13.00,5.00,0.00,196.00
17-500393,3860,Property Report / O&E - Title Only,73800.00,2.00,40.00,575.00,6.00,11.00,0.00,70.00
17-500394,3863,LCP - Title Only,62000.00,2.00,70.00,845.00,7.00,16.00,0.00,47.00
2301-200235,3863,Title and Escrow,412830.00,1.00,78.00,1489.00,14.00,49.00,0.00,63.00
2301-200236,3860,Title and Escrow,202000.00,2.00,53.00,522.00,23.00,11.00,1.00,45.00
17-500395,3863,Title & Sub-Escrow,58500.00,0.00,37.00,407.00,22.00,4.00,1.00,45.00
17-500396,3863,Title & Full Escrow,122500.00,1.00,67.00,961.00,17.00,17.00,0.00,46.00
2301-200237,3863,Title and Escrow,161955.00,1.00,86.00,1459.00,16.00,45.00,0.00,220.00
17-500398,3863,Title Only,215000.00,1.00,53.00,741.00,19.00,24.00,0.00,53.00
2301-200239,3863,Title and Escrow,297550.00,3.00,92.00,1817.00,29.00,67.00,0.00,28.00
17-500399,3863,LCP - Title Only,168400.00,2.00,38.00,592.00,6.00,21.00,0.00,34.00
17-500400,3860,Property Report / O&E - Title Only,50000.00,1.00,42.00,623.00,4.00,15.00,0.00,63.00
17-500401,3863,Property Report / O&E - Title Only,355585.00,1.00,30.00,344.00,8.00,5.00,0.00,196.00
2301-200240,3863,Title and Escrow,289980.00,1.00,88.00,1367.00,18.00,43.00,0.00,38.00
17-500402,3863,TSG - Trustee Sale Guarantee,1022426.44,1.00,29.00,505.00,15.00,10.00,0.00,101.00
17-500403,3860,Property Report / O&E - Title Only,35600.00,1.00,47.00,661.00,6.00,8.00,0.00,42.00
17-500404,3863,TSG - Trustee Sale Guarantee,87603.48,5.00,19.00,521.00,18.00,8.00,0.00,101.00
17-500405,3863,TSG - Trustee Sale Guarantee,324814.55,1.00,15.00,406.00,12.00,4.00,0.00,101.00
17-500406,3860,TSG - Trustee Sale Guarantee,800134.05,1.00,22.00,583.00,16.00,13.00,0.00,101.00
17-500407,3863,TSG - Trustee Sale Guarantee,564751.54,2.00,23.00,536.00,21.00,9.00,0.00,101.00
17-500408,3863,TSG - Trustee Sale Guarantee,757884.73,1.00,23.00,604.00,19.00,7.00,0.00,101.00
17-500409,3863,TSG - Trustee Sale Guarantee,304654.93,3.00,19.00,453.00,18.00,5.00,0.00,101.00
17-500410,3863,TSG - Trustee Sale Guarantee,398786.87,1.00,23.00,480.00,17.00,6.00,0.00,101.00
17-500412,3863,TSG - Trustee Sale Guarantee,325711.41,3.00,27.00,502.00,20.00,7.00,0.00,101.00
17-500413,3860,TSG - Trustee Sale Guarantee,189429.47,1.00,17.00,421.00,13.00,5.00,0.00,101.00
17-500414,3860,TSG - Trustee Sale Guarantee,722347.17,6.00,17.00,550.00,32.00,6.00,0.00,101.00
17-500415,3860,Title Only,250000.00,0.00,80.00,1140.00,20.00,35.00,0.00,46.00
17-500416,3860,TSG - Trustee Sale Guarantee,295418.68,1.00,17.00,446.00,14.00,5.00,0.00,101.00
17-500417,3860,TSG - Trustee Sale Guarantee,274643.89,2.00,23.00,530.00,19.00,9.00,0.00,101.00
17-500418,3860,TSG - Trustee Sale Guarantee,390192.06,2.00,17.00,437.00,14.00,7.00,0.00,101.00
17-500419,3863,LCP - Title Only,85000.00,0.00,38.00,442.00,4.00,7.00,1.00,45.00
17-500420,3863,LCP - Title Only,10000.00,1.00,47.00,724.00,4.00,14.00,0.00,56.00
17-500421,3863,Title & Full Escrow,175000.00,1.00,68.00,828.00,19.00,15.00,0.00,42.00
2301-200241,3863,Title and Escrow,204250.00,1.00,77.00,1322.00,18.00,29.00,0.00,32.00
17-500422,3863,Title Only,348000.00,2.00,39.00,478.00,20.00,9.00,1.00,45.00
2301-200243,3863,Title and Escrow,58000.00,0.00,51.00,416.00,18.00,3.00,1.00,45.00
17-500424,3863,Title Only,69621.00,1.00,95.00,1131.00,32.00,35.00,0.00,69.00
17-500425,3860,Property Report / O&E - Title Only,60000.00,1.00,47.00,596.00,4.00,9.00,0.00,101.00
17-500426,3863,LCP - Title Only,60000.00,1.00,47.00,748.00,4.00,9.00,0.00,20.00
17-500427,3863,Title Only,233750.00,1.00,51.00,582.00,21.00,19.00,1.00,45.00
17-500429,3863,Title Only,50000.00,0.00,89.00,1135.00,18.00,32.00,0.00,34.00
2301-200244,3863,Title and Escrow,169920.00,0.00,95.00,1543.00,16.00,49.00,0.00,26.00
2301-200245,3863,Title and Escrow,355000.00,2.00,66.00,811.00,21.00,19.00,1.00,45.00
17-500430,3863,LCP - Title Only,90000.00,1.00,46.00,632.00,4.00,6.00,0.00,19.00
17-500431,3860,Property Report / O&E - Title Only,50000.00,1.00,42.00,588.00,4.00,11.00,0.00,69.00
17-500432,3860,Title Only,77080.00,1.00,84.00,1267.00,22.00,39.00,0.00,59.00
17-500433,3860,Property Report / O&E - Title Only,100000.00,1.00,40.00,549.00,4.00,11.00,0.00,101.00
2301-200247,3860,Title and Escrow,70500.00,0.00,80.00,1307.00,17.00,36.00,0.00,35.00
17-500434,3860,Property Report / O&E & Full Escrow,349500.00,1.00,77.00,898.00,2.00,17.00,0.00,45.00
2301-200248,3860,Title and Escrow,100000.00,4.00,51.00,561.00,26.00,15.00,1.00,45.00
2301-200249,3860,Title and Escrow,96968.00,0.00,77.00,1123.00,18.00,38.00,0.00,38.00
17-500435,3863,Title & Full Escrow,120000.00,0.00,44.00,294.00,3.00,4.00,1.00,45.00
17-500436,3863,Title & Full Escrow,161148.00,1.00,76.00,949.00,19.00,19.00,0.00,69.00
17-500438,3863,Title & Full Escrow,269050.00,1.00,71.00,960.00,16.00,23.00,0.00,38.00
2301-200251,3860,Title Only,250000.00,2.00,53.00,614.00,13.00,17.00,1.00,45.00
17-500440,3863,Title & Full Escrow,185700.00,1.00,73.00,1120.00,17.00,18.00,0.00,33.00
17-500441,3860,Property Report / O&E - Title Only,20000.00,1.00,46.00,583.00,4.00,14.00,0.00,42.00
17-500442,3860,Property Report / O&E - Title Only,18500.00,1.00,43.00,593.00,4.00,11.00,0.00,42.00
