sFileNumber,vCoverageType,vProduct,nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-500295,3863,LCP - Title Only,2.00,370.00,4.00,0.00,223.00
17-500296,3863,LCP - Title Only,4.00,389.00,4.00,0.00,223.00
2301-200192,3860,Title and Escrow,2.00,513.00,16.00,1.00,45.00
17-500297,3860,Title Only,0.00,963.00,23.00,0.00,35.00
17-500298,3860,Property Report / O&E - Title Only,1.00,552.00,12.00,0.00,33.00
17-500299,3860,Property Report / O&E - Title Only,1.00,311.00,5.00,0.00,198.00
2301-200195,3863,Title Only,1.00,1446.00,29.00,0.00,42.00
2301-200196,3863,Title Only,1.00,558.00,10.00,1.00,45.00
2301-200197,3863,Title Only,0.00,1331.00,32.00,0.00,54.00
17-500300,3860,Title Only,1.00,1002.00,24.00,0.00,218.00
17-500301,3860,Title Only,1.00,996.00,29.00,0.00,50.00
2301-200198,3860,Title and Escrow,0.00,1500.00,43.00,0.00,41.00
17-500304,3860,Title Only,2.00,770.00,19.00,1.00,45.00
17-500305,3863,Title Only,7.00,623.00,7.00,1.00,45.00
17-500308,3863,Title & Full Escrow,2.00,1125.00,30.00,0.00,43.00
2301-200200,3860,Title and Escrow,1.00,1925.00,62.00,0.00,41.00
17-500309,3863,Title Only,2.00,950.00,36.00,0.00,50.00
17-500311,3863,Title Only,1.00,941.00,21.00,0.00,34.00
17-500312,3863,Property Report / O&E - Title Only,2.00,391.00,5.00,0.00,197.00
17-500313,3863,Title Only,1.00,832.00,19.00,0.00,54.00
2301-200201,3863,Title and Escrow,3.00,720.00,16.00,1.00,45.00
17-500315,3863,Title & Full Escrow,2.00,431.00,5.00,1.00,45.00
2301-200202,3863,Title and Escrow,1.00,1755.00,60.00,0.00,34.00
2301-200203,3863,Title and Escrow,2.00,1589.00,40.00,0.00,32.00
2301-200204,3860,Title and Escrow,1.00,520.00,6.00,1.00,45.00
17-500316,3863,Property Report / O&E - Title Only,1.00,498.00,10.00,0.00,32.00
2301-200205,3860,Title and Escrow,0.00,1718.00,50.00,0.00,19.00
17-500317,3863,Property Report / O&E - Title Only,1.00,551.00,11.00,0.00,34.00
17-500318,3860,Property Report / O&E - Title Only,0.00,224.00,5.00,1.00,45.00
17-500319,3863,Stand Alone Modification,1.00,965.00,19.00,0.00,83.00
17-500320,3863,LCP - Title Only,1.00,762.00,10.00,0.00,20.00
17-500321,3860,Title Only,1.00,377.00,7.00,1.00,45.00
17-500322,3863,LCP - Title Only,2.00,642.00,11.00,0.00,48.00
17-500323,3860,Property Report / O&E - Title Only,2.00,393.00,8.00,0.00,197.00
17-500324,3863,Title Only,1.00,884.00,23.00,0.00,21.00
17-500325,3860,Examiner's Report,1.00,441.00,14.00,0.00,197.00
17-500327,3860,Title & Sub-Escrow,1.00,674.00,5.00,1.00,45.00
17-500328,3860,Property Report / O&E - Title Only,3.00,441.00,4.00,0.00,197.00
2301-200208,3860,Title and Escrow,0.00,1957.00,48.00,0.00,43.00
2301-200209,3863,Title and Escrow,1.00,1461.00,51.00,0.00,76.00
2301-200210,29189,Title and Escrow,0.00,1578.00,56.00,0.00,61.00
2301-200211,3860,Title and Escrow,1.00,1757.00,53.00,0.00,127.00
17-500329,3863,Title & Sub-Escrow,1.00,717.00,14.00,1.00,45.00
17-500330,3860,Title & Full Escrow,3.00,847.00,11.00,1.00,45.00
2301-200212,3863,Title and Escrow,1.00,2152.00,81.00,0.00,68.00
17-500331,3863,LCP - Title Only,1.00,403.00,5.00,1.00,45.00
2301-200214,3863,Title and Escrow,2.00,636.00,7.00,1.00,45.00
2301-200215,3863,Title and Escrow,1.00,1920.00,55.00,0.00,27.00
17-500332,3863,LCP - Title Only,0.00,651.00,8.00,0.00,21.00
2301-200216,3860,Title and Escrow,0.00,1428.00,38.00,0.00,62.00
17-500337,3860,Title & Full Escrow,1.00,1203.00,17.00,0.00,32.00
17-500342,3860,Property Report / O&E - Title Only,1.00,556.00,10.00,0.00,39.00
17-500343,3863,LCP - Title Only,1.00,616.00,23.00,0.00,42.00
17-500344,3863,Title & Sub-Escrow,0.00,1283.00,21.00,0.00,26.00
17-500345,3863,Title Only,1.00,496.00,7.00,1.00,45.00
17-500346,3863,Title Only,2.00,513.00,10.00,1.00,45.00
17-500347,3863,LCP - Title Only,1.00,634.00,15.00,0.00,28.00
17-500348,3860,Title Only,1.00,858.00,26.00,0.00,35.00
17-500349,3863,Property Report / O&E - Title Only,1.00,801.00,13.00,0.00,32.00
17-500350,3860,Title & Sub-Escrow,1.00,1234.00,42.00,0.00,104.00
17-500351,3860,Title Only,0.00,250.00,4.00,1.00,45.00
17-500352,3863,LCP - Title Only,0.00,228.00,3.00,1.00,45.00
17-500353,3860,Title Only,0.00,887.00,19.00,0.00,47.00
17-500354,3860,Title Only,1.00,925.00,26.00,0.00,41.00
17-500355,3863,LCP - Title Only,2.00,531.00,14.00,0.00,21.00
17-500356,3863,Title & Full Escrow,1.00,1515.00,29.00,0.00,35.00
17-500357,3863,LCP - Title Only,1.00,682.00,8.00,0.00,56.00
17-500358,3863,Title Only,2.00,369.00,4.00,1.00,45.00
17-500359,3863,Property Report / O&E - Title Only,1.00,519.00,8.00,0.00,17.00
17-500360,3863,LCP - Title Only,1.00,589.00,18.00,0.00,42.00
2301-200222,3863,Title and Escrow,0.00,1486.00,49.00,0.00,33.00
2301-200223,3860,Title and Escrow,1.00,2436.00,83.00,0.00,130.00
2301-200224,3860,Title and Escrow,1.00,517.00,7.00,1.00,45.00
17-500361,3863,Title & Sub-Escrow,2.00,1193.00,45.00,0.00,54.00
17-500364,3860,Property Report / O&E - Title Only,1.00,588.00,8.00,0.00,42.00
17-500368,3863,Title & Full Escrow,0.00,330.00,4.00,1.00,45.00
17-500369,3860,Property Report / O&E - Title Only,1.00,650.00,14.00,0.00,50.00
17-500371,3860,Property Report / O&E & Full Escrow,1.00,942.00,22.00,0.00,46.00
17-500373,3860,Property Report / O&E - Title Only,1.00,314.00,5.00,0.00,197.00
17-500374,3863,Property Report / O&E - Title Only,1.00,525.00,11.00,0.00,22.00
17-500375,3863,Property Report / O&E - Title Only,1.00,586.00,8.00,0.00,34.00
17-500376,3860,Title & Sub-Escrow,2.00,1185.00,37.00,0.00,49.00
2301-200225,3863,Title and Escrow,2.00,1410.00,36.00,0.00,68.00
2301-200226,3863,Title and Escrow,0.00,463.00,4.00,1.00,45.00
17-500379,3860,Title Only,1.00,1054.00,25.00,0.00,38.00
2301-200227,3863,Title and Escrow,2.00,459.00,7.00,1.00,45.00
17-500380,3863,Title Only,2.00,713.00,21.00,0.00,49.00
17-500381,3860,Title Only,1.00,1201.00,44.00,0.00,70.00
17-500382,3863,LCP & Sub-Escrow,2.00,907.00,22.00,0.00,20.00
2301-200230,3860,Title and Escrow,0.00,605.00,6.00,1.00,45.00
2301-200231,3863,Title and Escrow,0.00,1372.00,31.00,0.00,46.00
17-500383,3863,Title Only,0.00,782.00,18.00,0.00,47.00
17-500384,3863,Title Only,3.00,1022.00,35.00,0.00,199.00
2301-200232,3863,Title and Escrow,1.00,1834.00,38.00,0.00,31.00
17-500385,3860,Property Report / O&E & Full Escrow,2.00,917.00,27.00,0.00,31.00
17-500386,3863,Title & Sub-Escrow,2.00,441.00,5.00,1.00,45.00
17-500387,3860,Property Report / O&E - Title Only,1.00,369.00,6.00,0.00,196.00
17-500388,3863,Title & Sub-Escrow,1.00,330.00,4.00,1.00,45.00
17-500389,3863,Title & Full Escrow,1.00,486.00,8.00,1.00,45.00
17-500390,3863,Property Report / O&E - Title Only,2.00,362.00,4.00,0.00,196.00
17-500391,3863,Property Report / O&E - Title Only,1.00,424.00,5.00,0.00,196.00
17-500393,3860,Property Report / O&E - Title Only,2.00,575.00,11.00,0.00,70.00
17-500394,3863,LCP - Title Only,2.00,845.00,16.00,0.00,47.00
2301-200235,3863,Title and Escrow,1.00,1489.00,49.00,0.00,63.00
2301-200236,3860,Title and Escrow,2.00,522.00,11.00,1.00,45.00
17-500395,3863,Title & Sub-Escrow,0.00,407.00,4.00,1.00,45.00
17-500396,3863,Title & Full Escrow,1.00,961.00,17.00,0.00,46.00
2301-200237,3863,Title and Escrow,1.00,1459.00,45.00,0.00,220.00
17-500398,3863,Title Only,1.00,741.00,24.00,0.00,53.00
2301-200239,3863,Title and Escrow,3.00,1817.00,67.00,0.00,28.00
17-500399,3863,LCP - Title Only,2.00,592.00,21.00,0.00,34.00
17-500400,3860,Property Report / O&E - Title Only,1.00,623.00,15.00,0.00,63.00
17-500401,3863,Property Report / O&E - Title Only,1.00,344.00,5.00,0.00,196.00
2301-200240,3863,Title and Escrow,1.00,1367.00,43.00,0.00,38.00
17-500402,3863,TSG - Trustee Sale Guarantee,1.00,505.00,10.00,0.00,101.00
17-500403,3860,Property Report / O&E - Title Only,1.00,661.00,8.00,0.00,42.00
17-500404,3863,TSG - Trustee Sale Guarantee,5.00,521.00,8.00,0.00,101.00
17-500405,3863,TSG - Trustee Sale Guarantee,1.00,406.00,4.00,0.00,101.00
17-500406,3860,TSG - Trustee Sale Guarantee,1.00,583.00,13.00,0.00,101.00
17-500407,3863,TSG - Trustee Sale Guarantee,2.00,536.00,9.00,0.00,101.00
17-500408,3863,TSG - Trustee Sale Guarantee,1.00,604.00,7.00,0.00,101.00
17-500409,3863,TSG - Trustee Sale Guarantee,3.00,453.00,5.00,0.00,101.00
17-500410,3863,TSG - Trustee Sale Guarantee,1.00,480.00,6.00,0.00,101.00
17-500412,3863,TSG - Trustee Sale Guarantee,3.00,502.00,7.00,0.00,101.00
17-500413,3860,TSG - Trustee Sale Guarantee,1.00,421.00,5.00,0.00,101.00
17-500414,3860,TSG - Trustee Sale Guarantee,6.00,550.00,6.00,0.00,101.00
17-500415,3860,Title Only,0.00,1140.00,35.00,0.00,46.00
17-500416,3860,TSG - Trustee Sale Guarantee,1.00,446.00,5.00,0.00,101.00
17-500417,3860,TSG - Trustee Sale Guarantee,2.00,530.00,9.00,0.00,101.00
17-500418,3860,TSG - Trustee Sale Guarantee,2.00,437.00,7.00,0.00,101.00
17-500419,3863,LCP - Title Only,0.00,442.00,7.00,1.00,45.00
17-500420,3863,LCP - Title Only,1.00,724.00,14.00,0.00,56.00
17-500421,3863,Title & Full Escrow,1.00,828.00,15.00,0.00,42.00
2301-200241,3863,Title and Escrow,1.00,1322.00,29.00,0.00,32.00
17-500422,3863,Title Only,2.00,478.00,9.00,1.00,45.00
2301-200243,3863,Title and Escrow,0.00,416.00,3.00,1.00,45.00
17-500424,3863,Title Only,1.00,1131.00,35.00,0.00,69.00
17-500425,3860,Property Report / O&E - Title Only,1.00,596.00,9.00,0.00,101.00
17-500426,3863,LCP - Title Only,1.00,748.00,9.00,0.00,20.00
17-500427,3863,Title Only,1.00,582.00,19.00,1.00,45.00
17-500429,3863,Title Only,0.00,1135.00,32.00,0.00,34.00
2301-200244,3863,Title and Escrow,0.00,1543.00,49.00,0.00,26.00
2301-200245,3863,Title and Escrow,2.00,811.00,19.00,1.00,45.00
17-500430,3863,LCP - Title Only,1.00,632.00,6.00,0.00,19.00
17-500431,3860,Property Report / O&E - Title Only,1.00,588.00,11.00,0.00,69.00
17-500432,3860,Title Only,1.00,1267.00,39.00,0.00,59.00
17-500433,3860,Property Report / O&E - Title Only,1.00,549.00,11.00,0.00,101.00
2301-200247,3860,Title and Escrow,0.00,1307.00,36.00,0.00,35.00
17-500434,3860,Property Report / O&E & Full Escrow,1.00,898.00,17.00,0.00,45.00
2301-200248,3860,Title and Escrow,4.00,561.00,15.00,1.00,45.00
2301-200249,3860,Title and Escrow,0.00,1123.00,38.00,0.00,38.00
17-500435,3863,Title & Full Escrow,0.00,294.00,4.00,1.00,45.00
17-500436,3863,Title & Full Escrow,1.00,949.00,19.00,0.00,69.00
17-500438,3863,Title & Full Escrow,1.00,960.00,23.00,0.00,38.00
2301-200251,3860,Title Only,2.00,614.00,17.00,1.00,45.00
17-500440,3863,Title & Full Escrow,1.00,1120.00,18.00,0.00,33.00
17-500441,3860,Property Report / O&E - Title Only,1.00,583.00,14.00,0.00,42.00
17-500442,3860,Property Report / O&E - Title Only,1.00,593.00,11.00,0.00,42.00
17-500443,3863,Title & Full Escrow,1.00,1162.00,21.00,0.00,35.00
17-500445,3863,Title & Full Escrow,1.00,1270.00,31.00,0.00,35.00
2301-200252,3860,Title and Escrow,1.00,1568.00,42.00,0.00,28.00
17-500446,3863,LCP - Title Only,1.00,657.00,15.00,0.00,47.00
17-500447,3863,Property Report / O&E - Title Only,2.00,325.00,3.00,0.00,196.00
17-500449,3863,Title & Full Escrow,2.00,1109.00,21.00,0.00,111.00
17-500450,3863,LCP & Sub-Escrow,1.00,1141.00,18.00,0.00,19.00
17-500451,3863,LCP - Title Only,1.00,833.00,19.00,0.00,42.00
17-500452,3863,LCP - Title Only,1.00,909.00,14.00,0.00,56.00
17-500453,3863,Title Only,0.00,818.00,16.00,0.00,40.00
17-500454,3863,LCP - Title Only,1.00,378.00,5.00,1.00,45.00
17-500455,3863,LCP - Title Only,1.00,385.00,5.00,1.00,45.00
17-500456,3863,Property Report / O&E - Title Only,1.00,627.00,12.00,0.00,41.00
17-500457,3863,LCP - Title Only,0.00,361.00,5.00,1.00,45.00
2301-200253,3863,Title and Escrow,1.00,915.00,21.00,1.00,45.00
2301-200254,3863,Title and Escrow,1.00,527.00,8.00,1.00,45.00
17-500458,3860,Property Report / O&E - Title Only,1.00,692.00,16.00,0.00,53.00
2301-200255,3860,Title Only,0.00,1259.00,25.00,0.00,31.00
17-500460,3863,LCP - Title Only,1.00,721.00,8.00,0.00,87.00
2301-200256,3860,Title Only,1.00,624.00,21.00,1.00,45.00
17-500461,3860,Property Report / O&E - Title Only,1.00,627.00,15.00,0.00,46.00
17-500463,3860,Property Report / O&E - Title Only,1.00,599.00,10.00,0.00,47.00
17-500464,3863,Property Report / O&E - Title Only,0.00,654.00,9.00,1.00,45.00
17-500465,3860,Title Only,0.00,687.00,12.00,1.00,45.00
17-500466,3863,Title & Full Escrow,0.00,328.00,5.00,1.00,45.00
17-500467,3860,Property Report / O&E - Title Only,1.00,675.00,13.00,0.00,68.00
17-500468,3863,Title & Sub-Escrow,1.00,579.00,8.00,1.00,45.00
17-500469,3863,Title & Sub-Escrow,2.00,567.00,9.00,1.00,45.00
17-500470,3863,Title & Sub-Escrow,1.00,550.00,7.00,1.00,45.00
17-500471,3863,Title & Sub-Escrow,1.00,572.00,9.00,1.00,45.00
17-500472,3863,Title & Sub-Escrow,1.00,508.00,7.00,1.00,45.00
17-500473,3863,Title & Sub-Escrow,1.00,492.00,7.00,1.00,45.00
17-500474,3863,Title & Sub-Escrow,1.00,532.00,7.00,1.00,45.00
17-500475,3860,Title Only,1.00,885.00,32.00,0.00,52.00
2301-200257,3860,Title and Escrow,0.00,1494.00,45.00,0.00,29.00
17-500476,3863,Title Only,1.00,1075.00,31.00,0.00,60.00
17-500477,3860,Title Only,1.00,931.00,24.00,0.00,35.00
2301-200258,3860,Title and Escrow,3.00,600.00,11.00,1.00,45.00
2301-200259,3860,Title and Escrow,0.00,1222.00,39.00,0.00,30.00
2301-200260,3860,Title and Escrow,1.00,1808.00,68.00,0.00,65.00
17-500480,3863,TSG - Trustee Sale Guarantee,1.00,517.00,7.00,0.00,98.00
17-500481,3863,LCP - Title Only,1.00,778.00,10.00,0.00,22.00
2301-200261,3863,Title and Escrow,1.00,1204.00,31.00,0.00,23.00
17-500482,3860,TSG - Trustee Sale Guarantee,2.00,423.00,7.00,0.00,98.00
2301-200262,3860,Title and Escrow,1.00,1361.00,35.00,0.00,44.00
17-500483,3860,TSG - Trustee Sale Guarantee,3.00,521.00,7.00,0.00,98.00
17-500484,3860,TSG - Trustee Sale Guarantee,3.00,406.00,5.00,0.00,98.00
2301-200263,3863,Title and Escrow,2.00,1106.00,25.00,0.00,64.00
17-500485,3860,TSG - Trustee Sale Guarantee,1.00,427.00,5.00,0.00,98.00
17-500486,3863,Reverse Mortgage - Title & Full Escrow,0.00,1879.00,44.00,0.00,51.00
17-500488,3863,Title Only,1.00,1017.00,33.00,0.00,32.00
17-500490,3860,Title & Sub-Escrow,0.00,268.00,4.00,1.00,45.00
17-500491,3863,Title Only,1.00,801.00,21.00,0.00,32.00
17-500492,3860,Title Only,2.00,984.00,29.00,0.00,98.00
17-500494,3863,Title & Sub-Escrow,1.00,836.00,22.00,0.00,32.00
2301-200264,3860,Title and Escrow,1.00,482.00,11.00,1.00,45.00
17-500495,3863,Title & Sub-Escrow,2.00,809.00,22.00,0.00,32.00
2301-200265,3860,Title and Escrow,0.00,1427.00,43.00,0.00,72.00
17-500496,3860,Title & Sub-Escrow,2.00,493.00,7.00,1.00,45.00
17-500497,3863,LCP - Title Only,1.00,644.00,17.00,0.00,30.00
17-500498,3863,TSG - Trustee Sale Guarantee,19.00,528.00,5.00,0.00,98.00
17-500499,3863,LCP - Title Only,2.00,984.00,21.00,0.00,39.00
17-500500,3860,TSG - Trustee Sale Guarantee,5.00,536.00,7.00,0.00,98.00
17-500501,3860,TSG - Trustee Sale Guarantee,1.00,403.00,5.00,0.00,98.00
2301-200266,3860,Title and Escrow,0.00,1461.00,47.00,0.00,23.00
17-500502,3863,LCP & Full Escrow,1.00,1043.00,22.00,0.00,42.00
2301-200267,3860,Title and Escrow,0.00,1595.00,49.00,0.00,35.00
17-500503,3863,LCP - Title Only,1.00,594.00,12.00,0.00,156.00
2301-200268,3863,Title and Escrow,3.00,1785.00,51.00,0.00,39.00
17-500504,3863,Title & Sub-Escrow,0.00,490.00,9.00,1.00,45.00
17-500505,3860,Title & Sub-Escrow,1.00,1155.00,28.00,0.00,42.00
17-500507,3863,Title & Full Escrow,2.00,1499.00,36.00,0.00,129.00
17-500509,3863,Title & Full Escrow,1.00,1037.00,22.00,0.00,39.00
17-500511,3863,Title & Full Escrow,1.00,1102.00,24.00,0.00,63.00
17-500512,3863,Title & Full Escrow,1.00,1180.00,24.00,0.00,218.00
17-500513,3863,LCP - Title Only,1.00,709.00,15.00,0.00,39.00
17-500514,3863,Title & Full Escrow,1.00,908.00,15.00,0.00,60.00
17-500515,3863,Title & Full Escrow,1.00,1154.00,23.00,0.00,88.00
17-500516,3860,Title & Full Escrow,2.00,1129.00,28.00,0.00,95.00
2301-200271,3863,Title and Escrow,0.00,1776.00,41.00,0.00,44.00
17-500517,3863,Title & Full Escrow,1.00,937.00,14.00,0.00,42.00
2301-200272,3860,Title and Escrow,1.00,1867.00,45.00,0.00,25.00
17-500520,3863,Title & Full Escrow,0.00,276.00,3.00,1.00,45.00
17-500522,3863,Title & Full Escrow,1.00,927.00,15.00,0.00,66.00
17-500523,3863,Title & Full Escrow,1.00,915.00,16.00,0.00,39.00
17-500524,3860,Title & Full Escrow,3.00,1190.00,22.00,0.00,71.00
2301-200273,3863,Title and Escrow,1.00,734.00,15.00,1.00,45.00
17-500526,3860,Property Report / O&E - Title Only,1.00,560.00,10.00,0.00,24.00
17-500527,3863,Property Report / O&E - Title Only,1.00,358.00,4.00,0.00,193.00
2301-200275,3863,Title and Escrow,1.00,2072.00,56.00,0.00,29.00
17-500528,3863,Title & Sub-Escrow,1.00,1035.00,28.00,0.00,45.00
2301-200277,3863,Title and Escrow,1.00,1716.00,52.00,0.00,53.00
2301-200278,29189,Title and Escrow,0.00,1628.00,49.00,0.00,42.00
2301-200279,3860,Title and Escrow,3.00,711.00,16.00,1.00,45.00
17-500529,3863,Title & Sub-Escrow,1.00,409.00,5.00,1.00,45.00
2301-200280,3863,Title and Escrow,1.00,1409.00,47.00,0.00,23.00
2301-200281,3863,Title and Escrow,0.00,1355.00,32.00,0.00,29.00
17-500530,3860,Title Only,2.00,1314.00,53.00,0.00,86.00
2301-200282,3863,Title and Escrow,2.00,1431.00,61.00,0.00,70.00
17-500532,3860,Title Only,2.00,897.00,45.00,0.00,52.00
17-500533,3863,LCP - Title Only,6.00,490.00,7.00,0.00,218.00
2301-200283,3860,Title and Escrow,2.00,892.00,28.00,1.00,45.00
17-500534,3860,Title Only,1.00,1083.00,25.00,0.00,74.00
2301-200284,3860,Title and Escrow,1.00,894.00,22.00,1.00,45.00
2301-200285,3860,Title and Escrow,1.00,1540.00,44.00,0.00,53.00
2301-200286,3860,Title and Escrow,0.00,1556.00,38.00,0.00,36.00
2301-200287,3863,Title and Escrow,1.00,1586.00,42.00,0.00,37.00
2301-200288,3860,Title and Escrow,0.00,1475.00,46.00,0.00,30.00
2301-200289,3860,Title and Escrow,0.00,1559.00,36.00,0.00,28.00
2301-200291,3863,Title and Escrow,2.00,1622.00,59.00,0.00,161.00
2301-200292,3863,Title and Escrow,1.00,1491.00,49.00,0.00,105.00
2301-200293,3860,Title and Escrow,0.00,1720.00,53.00,0.00,51.00
2301-200294,3860,Title and Escrow,0.00,583.00,10.00,1.00,45.00
2301-200295,3860,Title and Escrow,0.00,1396.00,40.00,1.00,45.00
2301-200296,3863,Title and Escrow,1.00,1359.00,44.00,0.00,25.00
17-500537,3863,Title & Full Escrow,2.00,1035.00,29.00,0.00,50.00
17-500538,3863,LCP - Title Only,1.00,788.00,14.00,0.00,43.00
17-500539,3860,Title & Sub-Escrow,1.00,409.00,5.00,1.00,45.00
17-500540,3863,LCP - Title Only,1.00,650.00,8.00,0.00,52.00
2301-200298,3860,Title and Escrow,1.00,449.00,7.00,1.00,45.00
2301-200299,3863,Title and Escrow,1.00,1127.00,41.00,1.00,45.00
17-500541,3863,Title Only,1.00,706.00,21.00,0.00,48.00
17-500542,3863,Title Only,2.00,763.00,25.00,0.00,37.00
2301-200301,3863,Title and Escrow,2.00,397.00,4.00,1.00,45.00
17-500545,3860,Title & Sub-Escrow,1.00,1240.00,38.00,0.00,97.00
17-500546,3860,Title Only,0.00,302.00,6.00,1.00,45.00
17-500547,3860,Title & Full Escrow,2.00,1780.00,53.00,0.00,63.00
17-500548,3860,Title Only,2.00,1052.00,38.00,0.00,120.00
17-500549,3863,Title Only,1.00,794.00,21.00,0.00,31.00
2301-200302,3860,Title and Escrow,0.00,1466.00,48.00,0.00,30.00
17-500550,3860,Property Report / O&E - Title Only,1.00,535.00,10.00,0.00,23.00
2301-200305,3860,Title and Escrow,0.00,1449.00,38.00,0.00,28.00
2301-200306,3863,Title and Escrow,0.00,1130.00,32.00,0.00,42.00
2301-200308,3863,Title and Escrow,1.00,484.00,6.00,1.00,45.00
17-500551,3860,Title & Sub-Escrow,1.00,545.00,8.00,1.00,45.00
17-500552,3863,LCP - Title Only,1.00,434.00,7.00,1.00,45.00
17-500553,3863,LCP & Sub-Escrow,1.00,983.00,19.00,0.00,231.00
17-500555,3863,Title Only,1.00,911.00,37.00,0.00,57.00
17-500556,3860,Title Only,1.00,1251.00,20.00,0.00,36.00
2301-200309,3860,Title and Escrow,3.00,831.00,18.00,1.00,45.00
17-500557,3863,Property Report / O&E - Title Only,1.00,700.00,9.00,0.00,29.00
2301-200311,3863,Title and Escrow,1.00,1132.00,36.00,0.00,43.00
17-500558,3863,LCP - Title Only,1.00,934.00,21.00,0.00,42.00
2301-200312,3860,Title and Escrow,1.00,591.00,16.00,1.00,45.00
17-500560,3863,LCP - Title Only,1.00,445.00,7.00,1.00,45.00
17-500561,3863,Title & Full Escrow,2.00,454.00,4.00,1.00,45.00
17-500562,3863,LCP - Title Only,1.00,675.00,8.00,0.00,51.00
2301-200314,3860,Title and Escrow,1.00,1698.00,51.00,0.00,27.00
2301-200315,3863,Title and Escrow,0.00,1727.00,40.00,0.00,31.00
17-500563,3863,LCP - Title Only,1.00,396.00,7.00,1.00,45.00
17-500564,3863,LCP - Title Only,1.00,698.00,10.00,0.00,77.00
17-500565,3860,Title & Sub-Escrow,0.00,312.00,5.00,1.00,45.00
2301-200317,3863,Title and Escrow,1.00,1343.00,29.00,0.00,41.00
17-500566,3860,Title & Sub-Escrow,1.00,1284.00,44.00,0.00,114.00
2301-200319,3863,Title and Escrow,2.00,1429.00,44.00,0.00,30.00
2301-200320,3863,Title and Escrow,1.00,1187.00,36.00,0.00,31.00
2301-200321,3860,Title and Escrow,6.00,749.00,9.00,1.00,45.00
2301-200322,3860,Title and Escrow,2.00,624.00,7.00,1.00,45.00
2301-200323,3863,Title and Escrow,2.00,1434.00,39.00,0.00,50.00
17-500567,3863,Title Only,0.00,874.00,24.00,0.00,28.00
2301-200324,3863,Title and Escrow,1.00,2133.00,45.00,0.00,41.00
17-500568,3863,Title & Sub-Escrow,2.00,414.00,5.00,1.00,45.00
17-500569,3860,Title & Sub-Escrow,1.00,606.00,8.00,1.00,45.00
2301-200326,3863,Title and Escrow,1.00,440.00,5.00,1.00,45.00
2301-200327,3860,Title Only,1.00,1281.00,33.00,0.00,59.00
17-500570,3863,Property Report / O&E - Title Only,0.00,345.00,4.00,0.00,192.00
2301-200328,3860,Title and Escrow,3.00,1006.00,33.00,1.00,45.00
2301-200329,3863,Title Only,1.00,1201.00,21.00,0.00,45.00
2301-200330,3863,Title and Escrow,0.00,1426.00,41.00,0.00,41.00
17-500573,3863,LCP - Title Only,0.00,224.00,3.00,1.00,45.00
17-500574,3863,Title Only,1.00,888.00,27.00,0.00,56.00
2301-200331,3860,Title Only,0.00,1524.00,42.00,0.00,64.00
17-500575,3860,Title & Full Escrow,1.00,1167.00,24.00,0.00,50.00
17-500578,3860,Title & Full Escrow,2.00,1561.00,40.00,0.00,59.00
17-500582,3863,Title & Full Escrow,1.00,994.00,22.00,0.00,38.00
