sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-501506,3863,Uninsured (Info Products),40000.0,1.0,26.0,1.65168539325843,0.02247191011236,0.0,178.0
2301-200737,3863,Reverse Mortgage,147600.0,0.0,81.0,76.35000000000000,2.25000000000000,0.0,20.0
17-501507,3863,Refinance,100000.0,1.0,30.0,8.28888888888889,0.11111111111111,1.0,45.0
17-501508,3860,Refinance,83669.0,1.0,70.0,24.00000000000000,0.73809523809524,0.0,42.0
2301-200738,3863,Reverse Mortgage,107460.0,0.0,88.0,33.59523809523810,0.92857142857143,0.0,42.0
17-501509,3863,Refinance,75000.0,1.0,31.0,7.31111111111111,0.11111111111111,1.0,45.0
17-501510,3863,Refinance,38200.0,1.0,43.0,16.56756756756760,0.32432432432432,0.0,37.0
17-501511,3863,Refinance,435000.0,1.0,64.0,47.00000000000000,1.00000000000000,0.0,20.0
17-501512,3863,Refinance,99424.0,1.0,69.0,19.86363636363640,0.63636363636364,0.0,44.0
2301-200739,3863,Reverse Mortgage,76250.0,0.0,80.0,32.71428571428570,0.87755102040816,0.0,49.0
17-501513,3863,Refinance,62000.0,1.0,58.0,18.37777777777780,0.46666666666667,0.0,45.0
2301-200743,3863,Reverse Mortgage,341523.0,2.0,67.0,24.38000000000000,0.72000000000000,0.0,50.0
2301-200744,3860,Reverse Mortgage,100000.0,0.0,36.0,8.77777777777778,0.11111111111111,1.0,45.0
17-501514,3863,Refinance,202500.0,2.0,57.0,11.06024096385540,0.31325301204819,0.0,83.0
2301-200747,3860,Reverse Mortgage,67350.0,2.0,73.0,34.41176470588240,1.00000000000000,0.0,34.0
2301-200748,3863,Reverse Mortgage,445000.0,2.0,52.0,11.02222222222220,0.24444444444444,1.0,45.0
17-501516,3863,Refinance,10000.0,1.0,41.0,15.02439024390240,0.24390243902439,0.0,41.0
17-501517,3863,Refinance,165730.0,1.0,64.0,25.70588235294120,0.76470588235294,0.0,34.0
17-501519,3863,Refinance,164835.0,0.0,36.0,5.60000000000000,0.04444444444444,1.0,45.0
2301-200749,3860,Reverse Mortgage,105669.0,0.0,70.0,30.50000000000000,0.73684210526316,0.0,38.0
17-501523,3863,Refinance,527573.0,1.0,66.0,16.94736842105260,0.31578947368421,0.0,57.0
17-501524,3863,Refinance,50000.0,1.0,34.0,8.06666666666667,0.13333333333333,1.0,45.0
17-501525,3863,Refinance,95500.0,1.0,78.0,33.19354838709680,0.61290322580645,0.0,31.0
17-501526,3863,Refinance,90400.0,1.0,64.0,12.61038961038960,0.36363636363636,0.0,77.0
17-501528,3863,Refinance,110500.0,1.0,73.0,17.86274509803920,0.33333333333333,0.0,51.0
17-501529,3863,Refinance,391000.0,3.0,33.0,7.57777777777778,0.11111111111111,1.0,45.0
17-501531,3863,Refinance,232000.0,1.0,71.0,21.76086956521740,0.36956521739130,0.0,46.0
17-501532,3863,Refinance,403000.0,2.0,66.0,25.45238095238100,0.50000000000000,0.0,42.0
17-501533,3863,Refinance,10000.0,2.0,43.0,16.28947368421050,0.31578947368421,0.0,38.0
17-501534,3860,Refinance,130173.0,1.0,75.0,34.00000000000000,0.65517241379310,0.0,29.0
2301-200752,3863,Reverse Mortgage,185000.0,0.0,63.0,15.40000000000000,0.40000000000000,1.0,45.0
2301-200753,3860,Reverse Mortgage,87500.0,1.0,51.0,12.04444444444440,0.31111111111111,1.0,45.0
2301-200754,3860,Reverse Mortgage,266000.0,0.0,57.0,11.55555555555560,0.40000000000000,1.0,45.0
17-501535,3863,Refinance,19000.0,1.0,43.0,18.00000000000000,0.40000000000000,0.0,35.0
17-501536,3863,Refinance,35000.0,1.0,34.0,8.55555555555556,0.13333333333333,1.0,45.0
17-501537,3863,Refinance,517195.3,2.0,40.0,8.64444444444444,0.13333333333333,1.0,45.0
17-501538,3863,Uninsured (Info Products),52400.0,2.0,38.0,32.29411764705880,1.00000000000000,0.0,17.0
17-501539,3863,Uninsured (Info Products),250000.0,1.0,44.0,18.22580645161290,0.38709677419355,0.0,31.0
2301-200756,3860,Reverse Mortgage,152830.0,1.0,76.0,60.07142857142860,1.57142857142857,0.0,28.0
17-501540,3863,Refinance,250000.0,0.0,52.0,17.52380952380950,0.54761904761905,0.0,42.0
17-501541,3860,Uninsured (Info Products),25000.0,1.0,27.0,1.80898876404494,0.03370786516854,0.0,178.0
17-501542,3860,Uninsured (Info Products),250000.0,2.0,40.0,10.66666666666670,0.37254901960784,0.0,51.0
2301-200757,3860,Reverse Mortgage,88275.0,1.0,75.0,62.83333333333330,1.95833333333333,0.0,24.0
17-501543,3863,Refinance,50000.0,0.0,48.0,10.13333333333330,0.11111111111111,1.0,45.0
17-501544,3863,Refinance,80000.0,0.0,68.0,17.31578947368420,0.24561403508772,0.0,57.0
17-501545,3860,Uninsured (Info Products),94000.0,1.0,40.0,7.78873239436620,0.18309859154930,0.0,71.0
17-501546,3863,Refinance,363700.0,1.0,75.0,24.23076923076920,0.44230769230769,0.0,52.0
2301-200758,3863,Reverse Mortgage,94085.0,0.0,74.0,17.54545454545450,0.69696969696970,0.0,66.0
17-501547,3860,Refinance,38700.0,1.0,51.0,19.02702702702700,0.64864864864865,0.0,37.0
17-501548,3863,Refinance,120000.0,1.0,56.0,19.40540540540540,0.48648648648649,0.0,37.0
17-501549,3863,Refinance,24900.0,1.0,43.0,13.04166666666670,0.18750000000000,0.0,48.0
17-501550,3863,Refinance,100000.0,2.0,59.0,10.38554216867470,0.24096385542169,0.0,83.0
17-501551,3860,Refinance,250000.0,1.0,28.0,9.26666666666667,0.13333333333333,1.0,45.0
17-501552,3863,Refinance,62200.0,1.0,50.0,8.24444444444444,0.08888888888889,1.0,45.0
17-501553,3863,Refinance,100000.0,0.0,26.0,5.86666666666667,0.06666666666667,1.0,45.0
17-501554,3863,Refinance,75000.0,1.0,45.0,21.24137931034480,0.62068965517241,0.0,29.0
2301-200759,3863,Reverse Mortgage,329013.0,0.0,77.0,46.59259259259260,1.11111111111111,0.0,27.0
17-501555,3860,Refinance,250000.0,0.0,16.0,4.91111111111111,0.15555555555556,1.0,45.0
2301-200761,3863,Reverse Mortgage,275000.0,2.0,49.0,10.60000000000000,0.24444444444444,1.0,45.0
17-501556,3863,Refinance,1989750.0,2.0,65.0,16.88461538461540,0.71153846153846,0.0,52.0
17-501557,3863,Refinance,525000.0,0.0,63.0,10.91111111111110,0.11111111111111,1.0,45.0
2301-200762,3863,Reverse Mortgage,66920.0,0.0,98.0,59.35714285714290,1.10714285714286,0.0,28.0
17-501558,3860,Uninsured (Info Products),16000.0,0.0,12.0,4.55555555555556,0.08888888888889,1.0,45.0
17-501559,3863,Uninsured (Info Products),25000.0,0.0,31.0,7.66666666666667,0.04444444444444,1.0,45.0
17-501560,3863,Refinance,225000.0,0.0,97.0,19.37777777777780,0.57777777777778,1.0,45.0
17-501561,3863,Refinance,225000.0,0.0,131.0,8.90647482014388,0.09352517985612,0.0,139.0
2301-200764,3863,Reverse Mortgage,144305.0,1.0,66.0,35.11428571428570,0.88571428571429,0.0,35.0
17-501563,3863,Refinance,218700.0,1.0,90.0,15.62790697674420,0.54651162790698,0.0,86.0
17-501564,3863,Refinance,263000.0,2.0,52.0,16.62222222222220,0.22222222222222,1.0,45.0
17-501565,3860,Refinance,173300.0,1.0,78.0,18.18309859154930,0.57746478873239,0.0,71.0
17-501566,3863,Refinance,46000.0,1.0,46.0,21.23333333333330,0.40000000000000,0.0,30.0
2301-200767,3860,Reverse Mortgage,175000.0,0.0,45.0,8.31111111111111,0.17777777777778,1.0,45.0
17-501567,3863,Refinance,390000.0,1.0,40.0,11.00000000000000,0.22222222222222,1.0,45.0
17-501568,3863,Refinance,540000.0,2.0,43.0,14.86666666666670,0.15555555555556,1.0,45.0
17-501569,3863,Uninsured (Info Products),10000.0,0.0,26.0,1.98870056497175,0.04519774011299,0.0,177.0
17-501570,3863,Refinance,200000.0,0.0,64.0,12.91111111111110,0.24444444444444,1.0,45.0
17-501572,3860,Refinance,132900.0,1.0,108.0,50.07692307692310,1.53846153846154,0.0,26.0
2301-200769,3863,Reverse Mortgage,300000.0,2.0,51.0,9.73333333333333,0.15555555555556,1.0,45.0
17-501573,3863,Refinance,149190.0,2.0,81.0,11.02150537634410,0.40860215053763,0.0,93.0
2301-200771,3863,Reverse Mortgage,1600000.0,2.0,52.0,9.53333333333333,0.11111111111111,1.0,45.0
2301-200772,3860,Reverse Mortgage,341523.0,0.0,76.0,71.73684210526320,1.89473684210526,0.0,19.0
17-501575,3863,Refinance,127500.0,1.0,63.0,28.03333333333330,0.90000000000000,0.0,30.0
17-501576,3860,Refinance,296000.0,1.0,65.0,19.84210526315790,0.57894736842105,0.0,57.0
2301-200773,3860,Reverse Mortgage,87609.0,2.0,85.0,28.52272727272730,0.77272727272727,0.0,44.0
2301-200774,3860,Reverse Mortgage,91200.0,1.0,91.0,70.51851851851850,2.59259259259259,0.0,27.0
17-501577,3860,Refinance,45000.0,9.0,38.0,18.02222222222220,0.48888888888889,1.0,45.0
2301-200775,3860,Reverse Mortgage,400000.0,1.0,56.0,15.42222222222220,0.35555555555556,1.0,45.0
17-501578,3863,Refinance,50000.0,1.0,58.0,19.16000000000000,0.40000000000000,0.0,50.0
2301-200776,3863,Reverse Mortgage,59850.0,0.0,77.0,49.46153846153850,1.30769230769231,0.0,26.0
17-501579,3863,Refinance,175000.0,0.0,80.0,14.62790697674420,0.52325581395349,0.0,86.0
17-501580,3863,Refinance,75000.0,0.0,34.0,8.26666666666667,0.11111111111111,1.0,45.0
17-501581,3863,Refinance,223000.0,1.0,49.0,12.04918032786890,0.29508196721312,0.0,61.0
17-501582,3863,Refinance,256000.0,2.0,37.0,8.86666666666667,0.08888888888889,1.0,45.0
17-501583,3863,Refinance,48000.0,0.0,48.0,14.61702127659570,0.21276595744681,0.0,47.0
2301-200777,3863,Reverse Mortgage,171990.0,1.0,94.0,14.22222222222220,0.60317460317460,0.0,126.0
2301-200778,29189,Reverse Mortgage,120085.0,0.0,64.0,17.56250000000000,0.59375000000000,0.0,64.0
