sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntriesPerDay,nTotalNotesPerDay,oCancelled,oNumDays
17-505127,In-House without XML,Refinance,48000.00,2.00,31.00,9.561643836,0.164383562,0.00,73.00
17-510662,In-House without XML,Refinance,461000.00,2.00,32.00,12.88888889,0.111111111,1.00,45.00
2301-206373,In-House without XML,Reverse Mortgage,84234.00,1.00,87.00,46.12903226,1.032258065,0.00,31.00
17-504333,In-House without XML,Refinance,155498.00,1.00,62.00,26.60526316,0.368421053,0.00,38.00
17-514601,In-House without XML,Refinance,300000.00,0.00,23.00,8.488888889,0.088888889,1.00,45.00
17-505373,In-House with Abstractor,Uninsured (Info Products),35050.00,1.00,42.00,6,0.088495575,0.00,113.00
17-508756,In-House with Abstractor,Uninsured (Info Products),37100.00,1.00,39.00,14.95,0.275,0.00,40.00
2301-202129,In-House with Abstractor,Reverse Mortgage,70000.00,0.00,42.00,7.111111111,0.155555556,1.00,45.00
17-501962,In-House without XML,Refinance,45000.00,1.00,34.00,8.066666667,0.088888889,1.00,45.00
2301-200581,In-House without XML,Reverse Mortgage,190950.00,1.00,81.00,45.97142857,1.257142857,0.00,35.00
17-502330,In-House without XML,Refinance,350000.00,2.00,71.00,15.16666667,0.272727273,0.00,66.00
2301-204017,In-House without XML,Reverse Mortgage,397192.50,1.00,66.00,33.21052632,1.236842105,0.00,38.00
2301-208627,In-House with Abstractor,Reverse Mortgage,150000.00,2.00,61.00,15.55555556,1.088888889,1.00,45.00
17-509546,In-House without XML,Refinance,150000.00,2.00,40.00,18.02941176,0.470588235,0.00,34.00
17-505164,In-House without XML,Uninsured (Info Products),255000.00,0.00,41.00,13.48888889,0.155555556,1.00,45.00
2301-206536,In-House with Abstractor,Reverse Mortgage,97560.00,1.00,74.00,29.875,0.65,0.00,40.00
17-505514,In-House without XML,Refinance,107908.00,0.00,40.00,5.644444444,0.066666667,1.00,45.00
17-504671,In-House without XML,Refinance,315700.00,1.00,48.00,4.335164835,0.093406593,0.00,182.00
2301-203659,In-House without XML,Reverse Mortgage,370921.50,0.00,92.00,30.56,1.02,0.00,50.00
17-508699,In-House without XML,Refinance,75000.00,1.00,44.00,9.692307692,0.179487179,0.00,78.00
17-511130,In-House without XML,TSG,248714.45,1.00,11.00,395,4,0.00,0.00
2301-201475,In-House without XML,Conventional - Refinance,299000.00,1.00,73.00,30.89655172,0.75862069,0.00,58.00
17-507835,In-House with Abstractor,Uninsured (Info Products),60000.00,2.00,39.00,12.37209302,0.279069767,0.00,43.00
2301-201111,In-House with Abstractor,Reverse Mortgage,115000.00,0.00,63.00,17.53333333,0.622222222,1.00,45.00
2301-203337,In-House with Abstractor,Reverse Mortgage,475000.00,1.00,50.00,11.88888889,0.266666667,1.00,45.00
17-505166,In-House with Abstractor,Uninsured (Info Products),110000.00,1.00,40.00,11.14,0.22,0.00,50.00
2301-200566,In-House with Abstractor,Reverse Mortgage,85405.00,1.00,95.00,44.55813953,1.023255814,0.00,43.00
17-505615,In-House without XML,Uninsured (Info Products),1.00,1.00,20.00,2.579831933,0.025210084,0.00,119.00
17-504440,In-House without XML,Refinance,10600.00,1.00,35.00,26.90909091,0.409090909,0.00,22.00
17-506235,In-House without XML,Refinance,150000.00,1.00,33.00,37.53333333,1,0.00,15.00
17-508074,In-House with XML,Refinance,375000.00,2.00,43.00,9.772151899,0.291139241,0.00,79.00
17-501959,In-House with Abstractor,Uninsured (Info Products),39500.00,1.00,43.00,12.15909091,0.340909091,0.00,44.00
2301-202281,In-House without XML,Reverse Mortgage,625500.00,2.00,62.00,24.16071429,0.517857143,0.00,56.00
17-510063,In-House without XML,Refinance,118850.00,1.00,59.00,19.33333333,0.333333333,0.00,42.00
2301-206481,Outsourced with In-House Recording,Reverse Mortgage,103627.00,0.00,75.00,34.025,1.225,0.00,40.00
17-510197,In-House with XML,Refinance,406000.00,1.00,68.00,23.45454545,0.318181818,0.00,44.00
17-513033,In-House without XML,Refinance,255000.00,1.00,22.00,7.044444444,0.133333333,1.00,45.00
2301-204414,In-House with Abstractor,Reverse Mortgage,92400.00,1.00,90.00,34.37254902,1.254901961,0.00,51.00
2301-202124,In-House with Abstractor,Reverse Mortgage,90244.00,0.00,80.00,26.19565217,0.695652174,0.00,46.00
2301-200756,In-House with Abstractor,Reverse Mortgage,152830.00,1.00,76.00,60.07142857,1.571428571,0.00,28.00
17-511426,In-House with Abstractor,Refinance,79212.00,1.00,61.00,11.96470588,0.235294118,0.00,85.00
17-508539,In-House without XML,Refinance,100000.00,0.00,49.00,22.44117647,0.441176471,0.00,34.00
2301-201400,In-House with Abstractor,Reverse Mortgage,49896.00,0.00,77.00,44.77419355,1.129032258,0.00,31.00
2301-205890,In-House without XML,Reverse Mortgage,219065.00,1.00,74.00,27.25,0.725,0.00,40.00
17-509055,In-House with Abstractor,Refinance,63500.00,0.00,71.00,34.52727273,1.181818182,0.00,55.00
17-500025,In-House without XML,Uninsured (Info Products),60000.00,1.00,42.00,18.79310345,0.310344828,0.00,29.00
17-501665,In-House without XML,Refinance,118700.00,3.00,40.00,10.26666667,0.111111111,1.00,45.00
17-515425,In-House without XML,Refinance,103098.00,0.00,43.00,6.533333333,0.133333333,1.00,45.00
17-505804,In-House with XML,Refinance,350000.00,2.00,23.00,10.75555556,0.155555556,1.00,45.00
17-504871,In-House without XML,Refinance,150215.00,8.00,29.00,12.73333333,0.266666667,1.00,45.00
17-507066,In-House without XML,Refinance,494900.00,0.00,38.00,29.59090909,0.545454545,0.00,22.00
17-505267,In-House without XML,Uninsured (Info Products),400000.00,1.00,32.00,16.85294118,0.235294118,0.00,34.00
17-505551,In-House without XML,Refinance,50000.00,1.00,34.00,30,0.45,0.00,20.00
17-505833,In-House without XML,Refinance,104333.00,2.00,94.00,13.53246753,0.233766234,0.00,77.00
2301-203190,In-House with Abstractor,Reverse Mortgage,105200.00,0.00,81.00,46.51612903,1.741935484,0.00,31.00
2301-201651,In-House with Abstractor,Reverse Mortgage,38520.00,0.00,93.00,20.52941176,0.705882353,0.00,85.00
2301-204380,In-House without XML,Reverse Mortgage,180000.00,2.00,62.00,18.17777778,0.466666667,1.00,45.00
17-503733,In-House with Abstractor,Uninsured (Info Products),499000.00,2.00,77.00,19.33898305,0.644067797,0.00,59.00
2301-205801,In-House without XML,Reverse Mortgage,89920.00,1.00,72.00,30.14634146,0.829268293,0.00,41.00
17-506529,In-House with XML,Refinance,326000.00,1.00,65.00,22.60869565,0.608695652,0.00,46.00
17-503674,In-House without XML,Refinance,50000.00,1.00,36.00,27.17391304,0.52173913,0.00,23.00
17-513934,In-House without XML,Refinance,25000.00,1.00,35.00,13.23913043,0.239130435,0.00,46.00
17-502385,In-House without XML,Refinance,316098.00,1.00,47.00,16.42857143,0.380952381,0.00,42.00
17-507992,In-House without XML,Refinance,980000.00,2.00,69.00,19.67241379,0.413793103,0.00,58.00
17-510597,In-House without XML,Refinance,35000.00,1.00,37.00,12.94230769,0.25,0.00,52.00
2301-201071,In-House with Abstractor,Reverse Mortgage,137000.00,1.00,54.00,11.64444444,0.222222222,1.00,45.00
2301-203034,In-House without XML,Reverse Mortgage,500000.00,1.00,47.00,9.088888889,0.088888889,1.00,45.00
17-503126,In-House without XML,Refinance,30000.00,1.00,50.00,20.12903226,0.290322581,0.00,31.00
2301-206982,In-House without XML,Reverse Mortgage,149750.00,1.00,65.00,19.32142857,0.535714286,0.00,56.00
17-504127,In-House without XML,Refinance,53225.00,1.00,33.00,21.3030303,0.303030303,0.00,33.00
17-510901,In-House without XML,Uninsured (Info Products),100000.00,1.00,33.00,26.7,0.45,0.00,20.00
17-500142,In-House without XML,Refinance,276000.00,2.00,67.00,23.90243902,0.829268293,0.00,41.00
17-503474,In-House without XML,Uninsured (Info Products),20000.00,1.00,35.00,14.86111111,0.25,0.00,36.00
2301-209817,In-House without XML,Reverse Mortgage,350000.00,0.00,41.00,5.866666667,0.111111111,1.00,45.00
17-505326,In-House without XML,Refinance,50000.00,1.00,34.00,16.63888889,0.222222222,0.00,36.00
17-503583,In-House without XML,Refinance,44300.00,1.00,37.00,28.57142857,0.428571429,0.00,21.00
2301-208029,In-House without XML,Reverse Mortgage,88403.00,1.00,78.00,44.31578947,1.315789474,0.00,38.00
17-514344,In-House without XML,Uninsured (Info Products),85000.00,0.00,13.00,3.577777778,0.066666667,1.00,45.00
17-500634,In-House without XML,Refinance,311000.00,2.00,44.00,10.55555556,0.177777778,1.00,45.00
2301-200151,In-House with Abstractor,Reverse Mortgage,39825.00,3.00,91.00,23.70588235,0.779411765,0.00,68.00
2301-203185,In-House without XML,Reverse Mortgage,393700.00,0.00,82.00,60.63636364,2.272727273,0.00,22.00
17-508162,In-House with Abstractor,Uninsured (Info Products),30000.00,1.00,39.00,11.14285714,0.244897959,0.00,49.00
17-500881,In-House with Abstractor,TSG,41133.12,6.00,31.00,7.10989011,0.153846154,0.00,91.00
17-500380,In-House without XML,Refinance,325395.00,2.00,56.00,14.55102041,0.428571429,0.00,49.00
17-502125,In-House without XML,Refinance,186352.00,1.00,52.00,59.13333333,2,0.00,15.00
17-513140,In-House without XML,Refinance,361250.00,2.00,47.00,23.78787879,0.454545455,0.00,33.00
17-512159,In-House without XML,Refinance,80000.00,1.00,37.00,29.55,0.5,0.00,20.00
2301-209255,In-House without XML,Reverse Mortgage,160000.00,0.00,42.00,5.866666667,0.088888889,1.00,45.00
2301-200660,In-House without XML,Reverse Mortgage,200000.00,2.00,51.00,11.66666667,0.222222222,1.00,45.00
17-511950,In-House with XML,Refinance,180726.00,1.00,71.00,26.42105263,0.605263158,0.00,38.00
2301-200796,In-House without XML,Reverse Mortgage,212750.00,3.00,67.00,15.95121951,0.597560976,0.00,82.00
17-503119,In-House without XML,Refinance,100.00,2.00,26.00,1.843575419,0.011173184,0.00,179.00
17-510889,In-House without XML,Refinance,755000.00,1.00,55.00,9.566666667,0.177777778,0.00,90.00
17-514306,In-House without XML,Refinance,411020.00,1.00,58.00,44.9047619,1.523809524,0.00,21.00
17-508147,In-House without XML,Refinance,40000.00,1.00,34.00,13.90697674,0.209302326,0.00,43.00
17-505901,In-House without XML,Refinance,40000.00,1.00,34.00,14.62790698,0.255813953,0.00,43.00
2301-202328,In-House with Abstractor,Reverse Mortgage,47803.25,0.00,64.00,21.72093023,0.534883721,0.00,43.00
17-507112,In-House without XML,Refinance,230000.00,1.00,71.00,26.5,0.607142857,0.00,56.00
2301-201553,In-House without XML,Reverse Mortgage,625500.00,0.00,50.00,9.577777778,0.222222222,1.00,45.00
2301-206741,In-House with Abstractor,Reverse Mortgage,59328.00,1.00,68.00,19.05357143,0.714285714,0.00,56.00
17-507721,In-House with XML,Refinance,694795.00,2.00,72.00,9.892561983,0.314049587,0.00,121.00
17-511265,In-House with XML,Refinance,200000.00,1.00,36.00,17.47368421,0.342105263,0.00,38.00
2301-201560,In-House without XML,Reverse Mortgage,204125.00,1.00,63.00,36.61538462,1.269230769,0.00,26.00
17-514115,In-House without XML,Uninsured (Info Products),35153.11,0.00,28.00,16.5,0.208333333,0.00,24.00
17-500048,In-House without XML,Refinance,35000.00,1.00,57.00,14.70909091,0.236363636,0.00,55.00
17-501428,In-House without XML,Refinance,75000.00,0.00,33.00,7.688888889,0.088888889,1.00,45.00
17-509742,In-House without XML,Refinance,300000.00,1.00,55.00,16.28888889,0.533333333,1.00,45.00
17-509161,In-House without XML,Refinance,50000.00,1.00,34.00,15.65,0.25,0.00,40.00
2301-205715,In-House with Abstractor,Reverse Mortgage,169857.00,1.00,85.00,19.34782609,0.753623188,0.00,69.00
17-500474,In-House without XML,Refinance,140000.00,1.00,48.00,11.82222222,0.155555556,1.00,45.00
17-508343,In-House with Abstractor,Uninsured (Info Products),150000.00,1.00,24.00,2.568627451,0.039215686,0.00,102.00
17-501898,In-House without XML,Refinance,996500.00,1.00,38.00,8.044444444,0.088888889,1.00,45.00
2301-203196,In-House with Abstractor,Reverse Mortgage,60060.00,1.00,80.00,40.03225806,1.548387097,0.00,31.00
2301-205727,In-House without XML,Reverse Mortgage,284820.00,2.00,92.00,30.93548387,1.129032258,0.00,62.00
17-508796,In-House without XML,Refinance,396000.00,4.00,52.00,12.24285714,0.414285714,0.00,70.00
17-502244,In-House without XML,Refinance,250000.00,0.00,42.00,24,0.851851852,0.00,27.00
17-500289,In-House without XML,Refinance,224161.00,1.00,52.00,24.05405405,0.783783784,0.00,37.00
17-502724,In-House without XML,Uninsured (Info Products),100000.00,1.00,40.00,22.08,0.48,0.00,25.00
17-513501,In-House without XML,Refinance,45000.00,1.00,59.00,32.53846154,0.538461538,0.00,39.00
17-502617,In-House without XML,Refinance,279000.00,1.00,91.00,6.459330144,0.181818182,0.00,209.00
17-504519,In-House without XML,Refinance,92592.00,2.00,79.00,16.26666667,0.5,0.00,60.00
17-502855,In-House with Abstractor,Refinance,129298.00,1.00,58.00,13.46774194,0.451612903,0.00,62.00
17-505171,In-House without XML,Uninsured (Info Products),40000.00,1.00,37.00,14.68421053,0.236842105,0.00,38.00
17-506414,In-House without XML,Refinance,99255.00,1.00,62.00,6.727272727,0.136363636,0.00,132.00
17-504082,In-House with Abstractor,Uninsured (Info Products),66000.00,1.00,40.00,21.8,0.44,0.00,25.00
17-503337,In-House without XML,Refinance,40000.00,1.00,39.00,35.23529412,0.764705882,0.00,17.00
17-506846,In-House with XML,Refinance,291000.00,1.00,53.00,39.59090909,0.909090909,0.00,22.00
17-500939,In-House without XML,Refinance,219500.00,2.00,70.00,18.14285714,0.321428571,0.00,56.00
2301-206799,In-House without XML,Reverse Mortgage,169724.00,1.00,65.00,37.52941176,1.382352941,0.00,34.00
17-510516,In-House without XML,Refinance,37910.00,1.00,36.00,10.67647059,0.161764706,0.00,68.00
17-505869,In-House without XML,TSG,499311.63,1.00,12.00,19.68421053,0.157894737,0.00,19.00
17-505810,In-House with Abstractor,Uninsured (Info Products),50000.00,1.00,38.00,8.828125,0.1875,0.00,64.00
2301-200225,In-House without XML,Reverse Mortgage,134475.00,2.00,74.00,20.80882353,0.529411765,0.00,68.00
17-507525,In-House without XML,Refinance,30000.00,1.00,37.00,48.58333333,0.75,0.00,12.00
2301-208572,In-House without XML,Reverse Mortgage,450000.00,1.00,49.00,10.86666667,0.377777778,1.00,45.00
2301-204890,In-House with Abstractor,Reverse Mortgage,75000.00,0.00,46.00,8.022222222,0.222222222,1.00,45.00
2301-206794,In-House without XML,Reverse Mortgage,347420.00,1.00,63.00,35.41176471,0.911764706,0.00,34.00
17-502498,In-House with Abstractor,Refinance,61785.00,1.00,92.00,13.70103093,0.567010309,0.00,97.00
17-508286,In-House without XML,Refinance,320000.00,1.00,51.00,10.46590909,0.193181818,0.00,88.00
17-503845,In-House without XML,Refinance,80000.00,1.00,35.00,12.20833333,0.25,0.00,48.00
17-515048,In-House with Abstractor,TSG,517530.92,6.00,19.00,438,8,0.00,0.00
2301-203288,In-House with Abstractor,Reverse Mortgage,155250.00,1.00,78.00,18.11842105,0.618421053,0.00,76.00
2301-200333,In-House without XML,Reverse Mortgage,100000.00,1.00,67.00,14.06666667,0.2,1.00,45.00
2301-205524,In-House with Abstractor,Reverse Mortgage,77409.00,2.00,81.00,26.04081633,0.795918367,0.00,49.00
2301-200626,In-House with Abstractor,Reverse Mortgage,23294.40,0.00,70.00,39.55172414,0.965517241,0.00,29.00
17-516646,In-House with Abstractor,TSG,132243.82,5.00,12.00,396,5,0.00,0.00
17-513194,In-House without XML,Refinance,50000.00,1.00,33.00,11.66666667,0.12962963,0.00,54.00
17-510366,In-House without XML,Refinance,240000.00,0.00,21.00,4.2,0.088888889,1.00,45.00
2301-202273,In-House with Abstractor,Reverse Mortgage,123420.00,0.00,93.00,31.96153846,1.038461538,0.00,52.00
17-501836,In-House with Abstractor,Uninsured (Info Products),48800.00,1.00,42.00,8.523809524,0.174603175,0.00,63.00
17-506436,In-House without XML,TSG,353111.44,1.00,20.00,46.18181818,0.636363636,0.00,11.00
2301-202545,In-House without XML,Reverse Mortgage,117938.00,1.00,89.00,18.67777778,0.611111111,0.00,90.00
17-507831,In-House without XML,Refinance,110000.00,1.00,71.00,28.26190476,0.619047619,0.00,42.00
17-500943,In-House without XML,Refinance,50000.00,0.00,51.00,15.51111111,0.244444444,0.00,45.00
2301-202439,In-House with Abstractor,Reverse Mortgage,240000.00,0.00,43.00,6.555555556,0.155555556,1.00,45.00
2301-203600,In-House with Abstractor,Reverse Mortgage,100000.00,1.00,56.00,15.6,0.466666667,1.00,45.00
17-512260,In-House without XML,Refinance,78505.00,1.00,34.00,19.27586207,0.517241379,0.00,29.00
2301-204038,In-House without XML,Reverse Mortgage,185665.00,1.00,86.00,34.70909091,0.854545455,0.00,55.00
17-501786,In-House without XML,Refinance,149000.00,1.00,55.00,22.41025641,0.435897436,0.00,39.00
17-511259,In-House without XML,Refinance,130418.00,1.00,64.00,25.65909091,0.522727273,0.00,44.00
2301-205228,In-House without XML,Reverse Mortgage,225675.00,1.00,74.00,30.19512195,0.926829268,0.00,41.00
2301-202400,In-House without XML,Reverse Mortgage,625500.00,1.00,75.00,43.06060606,1.121212121,0.00,33.00
2301-203499,In-House with Abstractor,Reverse Mortgage,350000.00,3.00,57.00,16.13333333,0.266666667,1.00,45.00
17-511803,In-House without XML,Refinance,50000.00,1.00,40.00,25.8,0.36,0.00,25.00
17-502368,In-House without XML,Refinance,504576.00,1.00,80.00,8.247933884,0.20661157,0.00,121.00
17-502036,In-House without XML,Refinance,150000.00,1.00,79.00,29.34883721,0.581395349,0.00,43.00
17-503381,In-House without XML,Refinance,177117.00,1.00,65.00,20.09259259,0.37037037,0.00,54.00
2301-203678,In-House without XML,Reverse Mortgage,106000.00,0.00,60.00,17.51111111,0.444444444,1.00,45.00
2301-205093,In-House without XML,Reverse Mortgage,273420.00,1.00,66.00,38.97058824,1.088235294,0.00,34.00
17-508820,In-House without XML,Refinance,438223.00,2.00,57.00,25.37142857,0.428571429,0.00,35.00
2301-205024,In-House with Abstractor,Reverse Mortgage,500000.00,4.00,54.00,14.64444444,0.488888889,1.00,45.00
17-508110,In-House without XML,Refinance,292175.00,1.00,23.00,8.666666667,0.133333333,1.00,45.00
17-509263,In-House with Abstractor,Uninsured (Info Products),86100.00,2.00,39.00,20.46153846,0.423076923,0.00,26.00
2301-200949,In-House without XML,Reverse Mortgage,195000.00,3.00,54.00,11.33333333,0.111111111,1.00,45.00
2301-207163,In-House with Abstractor,Reverse Mortgage,51832.00,1.00,76.00,29.70212766,1.212765957,0.00,47.00
17-506234,In-House with Abstractor,Refinance,60000.00,1.00,98.00,37.22857143,0.857142857,0.00,35.00
17-511747,In-House without XML,Refinance,75000.00,0.00,21.00,5.111111111,0.066666667,1.00,45.00
17-514954,In-House with XML,Refinance,147537.00,2.00,28.00,9.466666667,0.2,1.00,45.00
2301-202223,In-House with Abstractor,Reverse Mortgage,42756.75,1.00,78.00,32.20512821,0.871794872,0.00,39.00
2301-200254,In-House without XML,Reverse Mortgage,400000.00,1.00,56.00,11.71111111,0.177777778,1.00,45.00
17-507053,In-House without XML,Uninsured (Info Products),43700.00,1.00,27.00,14.3125,0.25,0.00,32.00
17-512495,In-House without XML,Refinance,150000.00,2.00,49.00,16.08695652,0.282608696,0.00,46.00
2301-204342,In-House with Abstractor,Reverse Mortgage,49476.00,0.00,82.00,26.48837209,0.88372093,0.00,43.00
17-512978,In-House with Abstractor,Uninsured (Info Products),70000.00,2.00,37.00,10,0.20754717,0.00,53.00
2301-202308,In-House without XML,Reverse Mortgage,235000.00,0.00,56.00,12.26666667,0.177777778,1.00,45.00
17-509246,In-House without XML,Refinance,150000.00,0.00,36.00,215,1,0.00,0.00
