sFileNumber,vCoverageType,vProduct,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-502062,3863,Stand Alone Modification,345924.00,345924.00,0.00,1.00,28.00,714.00,18.00,11.00,0.00,56.00
17-502063,3863,Title & Full Escrow,180800.00,157500.00,23300.00,1.00,61.00,862.00,20.00,17.00,0.00,43.00
17-502065,3863,Title Only,210500.00,188237.00,22263.00,1.00,53.00,792.00,18.00,21.00,0.00,65.00
2301-200992,3860,Title and Escrow,65000.00,285096.05,-220096.05,2.00,69.00,905.00,25.00,24.00,1.00,45.00
17-502069,3863,LCP - Title Only,40000.00,417000.00,-377000.00,1.00,41.00,571.00,4.00,15.00,0.00,33.00
2301-200994,3860,Title and Escrow,95192.00,0.00,95192.00,0.00,84.00,1513.00,21.00,37.00,0.00,41.00
2301-200995,3863,Title and Escrow,148135.00,0.00,148135.00,0.00,86.00,1335.00,18.00,33.00,0.00,40.00
2301-200996,3863,Title and Escrow,273546.00,225000.00,48546.00,1.00,70.00,1057.00,19.00,44.00,0.00,34.00
17-502070,3863,Title & Sub-Escrow,230687.00,238009.00,-7322.00,1.00,57.00,773.00,18.00,20.00,0.00,28.00
2301-200997,3860,Title and Escrow,215500.00,169798.90,45701.10,3.00,58.00,680.00,26.00,19.00,1.00,45.00
17-502071,3860,Title & Full Escrow,210000.00,0.00,210000.00,0.00,31.00,315.00,1.00,10.00,1.00,45.00
2301-201000,3860,Title and Escrow,27615.00,26000.00,1615.00,1.00,95.00,1426.00,18.00,47.00,0.00,33.00
2301-201001,3863,Title and Escrow,43896.00,0.00,43896.00,0.00,89.00,1648.00,18.00,52.00,0.00,42.00
2301-201002,3863,Title and Escrow,176208.00,0.00,176208.00,0.00,80.00,1638.00,19.00,47.00,0.00,49.00
17-502072,3863,Title & Sub-Escrow,380000.00,820000.00,-440000.00,2.00,55.00,897.00,20.00,20.00,0.00,56.00
17-502073,3863,Title Only,15000.00,0.00,15000.00,0.00,68.00,1120.00,18.00,25.00,0.00,40.00
17-502074,3860,Title Only,125373.00,132700.00,-7327.00,1.00,50.00,901.00,22.00,32.00,0.00,40.00
17-502075,3863,Title Only,360000.00,1200000.00,-840000.00,3.00,50.00,834.00,21.00,25.00,0.00,42.00
2301-201004,3863,Title and Escrow,119004.00,106300.00,12704.00,2.00,66.00,1286.00,19.00,54.00,0.00,28.00
17-502076,3863,LCP - Title Only,60000.00,555800.00,-495800.00,1.00,44.00,599.00,4.00,10.00,0.00,30.00
17-502077,3863,LCP - Title Only,60000.00,411000.00,-351000.00,2.00,38.00,574.00,5.00,21.00,0.00,22.00
17-502078,3863,Title Only,608000.00,811700.00,-203700.00,2.00,59.00,1273.00,22.00,43.00,0.00,62.00
17-502079,3863,LCP - Title Only,63000.00,196000.00,-133000.00,2.00,46.00,634.00,5.00,15.00,0.00,27.00
17-502080,3863,LCP - Title Only,35000.00,93000.00,-58000.00,1.00,38.00,483.00,4.00,12.00,0.00,29.00
17-502081,3863,LCP - Title Only,30000.00,145000.00,-115000.00,1.00,44.00,611.00,4.00,11.00,0.00,33.00
17-502082,3860,Title Only,286000.00,0.00,286000.00,0.00,21.00,433.00,2.00,21.00,1.00,45.00
17-502083,3863,LCP - Title Only,100000.00,50000.00,50000.00,1.00,36.00,357.00,4.00,5.00,1.00,45.00
17-502084,3863,LCP - Title Only,100.00,232853.73,-232753.73,5.00,33.00,359.00,11.00,2.00,0.00,195.00
17-502085,3863,LCP - Title Only,40000.00,407778.00,-367778.00,1.00,46.00,762.00,6.00,16.00,0.00,36.00
17-502086,3863,LCP - Title Only,45600.00,196000.00,-150400.00,1.00,49.00,674.00,4.00,14.00,0.00,22.00
17-502087,3863,LCP & Sub-Escrow,30000.00,414000.00,-384000.00,1.00,64.00,1279.00,4.00,28.00,0.00,56.00
2301-201009,3863,Title and Escrow,206150.00,400372.00,-194222.00,1.00,73.00,1201.00,22.00,47.00,0.00,69.00
2301-201010,3863,Title and Escrow,246000.00,150000.00,96000.00,1.00,68.00,738.00,17.00,26.00,1.00,45.00
2301-201011,3863,Title and Escrow,115800.00,0.00,115800.00,0.00,73.00,1202.00,15.00,34.00,0.00,26.00
17-502088,3863,Property Report / O&E - Title Only,25500.00,217000.00,-191500.00,2.00,26.00,301.00,8.00,3.00,0.00,170.00
17-502089,3860,Title Only,255000.00,340000.00,-85000.00,2.00,30.00,422.00,21.00,10.00,1.00,45.00
2301-201012,3863,Title and Escrow,550000.00,295371.00,254629.00,2.00,59.00,684.00,19.00,14.00,1.00,45.00
2301-201013,3863,Title and Escrow,695582.10,938250.00,-242667.90,1.00,82.00,1701.00,18.00,74.00,0.00,56.00
17-502090,3863,LCP & Sub-Escrow,20000.00,45000.00,-25000.00,1.00,37.00,407.00,4.00,7.00,1.00,45.00
2301-201014,3860,Title and Escrow,147675.00,0.00,147675.00,0.00,107.00,1907.00,23.00,62.00,0.00,98.00
2301-201015,3860,Title and Escrow,177885.00,207455.43,-29570.43,2.00,83.00,1749.00,21.00,57.00,0.00,41.00
2301-201016,3860,Title and Escrow,52345.00,64800.00,-12455.00,1.00,74.00,1087.00,19.00,41.00,0.00,34.00
17-502091,3863,Title & Full Escrow,92800.00,199000.00,-106200.00,2.00,68.00,1042.00,22.00,24.00,0.00,36.00
17-502092,3863,Title Only,486047.00,503928.00,-17881.00,1.00,64.00,918.00,18.00,22.00,0.00,140.00
17-502093,3863,Title & Sub-Escrow,84000.00,64000.00,20000.00,1.00,66.00,908.00,18.00,26.00,0.00,42.00
2301-201020,3860,Title and Escrow,62000.00,0.00,62000.00,0.00,65.00,638.00,20.00,14.00,1.00,45.00
17-502094,3863,Title Only,258596.00,258597.00,-1.00,1.00,68.00,796.00,31.00,21.00,0.00,53.00
2301-201021,3863,Title and Escrow,140525.00,0.00,140525.00,0.00,79.00,1184.00,17.00,33.00,0.00,49.00
2301-201022,3863,Title and Escrow,210000.00,150000.00,60000.00,1.00,67.00,988.00,16.00,33.00,0.00,41.00
2301-201023,3860,Title and Escrow,76200.00,0.00,76200.00,0.00,78.00,1526.00,20.00,40.00,0.00,29.00
2301-201024,3860,Title and Escrow,65731.50,0.00,65731.50,0.00,75.00,1082.00,19.00,31.00,0.00,27.00
2301-201025,3860,Title and Escrow,130000.00,0.00,130000.00,0.00,72.00,914.00,20.00,30.00,1.00,45.00
2301-201027,3860,Title and Escrow,250000.00,0.00,250000.00,0.00,55.00,482.00,23.00,9.00,1.00,45.00
2301-201028,3863,Title and Escrow,87120.00,0.00,87120.00,0.00,81.00,1674.00,18.00,45.00,0.00,21.00
17-502097,3863,LCP - Title Only,50000.00,535700.00,-485700.00,1.00,35.00,359.00,4.00,4.00,1.00,45.00
17-502098,3863,LCP - Title Only,75000.00,121831.00,-46831.00,1.00,43.00,623.00,4.00,9.00,0.00,28.00
2301-201030,3860,Title and Escrow,101520.00,5347.20,96172.80,1.00,92.00,1933.00,23.00,56.00,0.00,40.00
17-502099,3863,Title & Sub-Escrow,445000.00,417000.00,28000.00,1.00,73.00,1025.00,18.00,29.00,0.00,74.00
17-502100,3860,Title & Sub-Escrow,330000.00,297557.00,32443.00,1.00,70.00,1145.00,24.00,33.00,0.00,62.00
17-502101,3863,LCP - Title Only,60000.00,230000.00,-170000.00,1.00,43.00,582.00,4.00,8.00,0.00,29.00
2301-201031,3860,Title and Escrow,80000.00,107581.01,-27581.01,4.00,52.00,491.00,24.00,7.00,1.00,45.00
17-502102,3860,Title Only,100000.00,0.00,100000.00,0.00,50.00,1266.00,19.00,37.00,0.00,20.00
2301-201032,3860,Title and Escrow,69030.00,65000.00,4030.00,1.00,104.00,2020.00,19.00,76.00,0.00,36.00
17-502103,3863,Title Only,186000.00,171000.00,15000.00,1.00,33.00,386.00,18.00,3.00,1.00,45.00
17-502104,3863,Property Report / O&E - Title Only,150000.00,140000.00,10000.00,1.00,26.00,347.00,11.00,4.00,0.00,169.00
17-502105,3863,LCP - Title Only,75000.00,110907.00,-35907.00,1.00,37.00,564.00,4.00,15.00,0.00,21.00
17-502107,3863,LCP - Title Only,30000.00,199500.00,-169500.00,1.00,43.00,600.00,5.00,9.00,0.00,32.00
2301-201033,3860,Title and Escrow,388435.50,544185.00,-155749.50,1.00,76.00,1220.00,21.00,41.00,0.00,61.00
17-502108,3860,Property Report / O&E - Title Only,100000.00,417000.00,-317000.00,1.00,47.00,587.00,5.00,14.00,0.00,41.00
17-502109,3860,Property Report / O&E - Title Only,35000.00,361600.00,-326600.00,1.00,43.00,563.00,4.00,17.00,0.00,40.00
2301-201034,3863,Title and Escrow,344650.50,130000.00,214650.50,1.00,75.00,1214.00,18.00,36.00,0.00,39.00
17-502112,3860,Property Report / O&E - Title Only,35000.00,417000.00,-382000.00,1.00,28.00,311.00,4.00,5.00,0.00,169.00
2301-201035,3863,Title Only,7395.70,0.00,7395.70,0.00,65.00,954.00,27.00,18.00,0.00,57.00
17-502113,3860,Property Report / O&E & Full Escrow,25850.00,701030.00,-675180.00,1.00,65.00,793.00,5.00,21.00,0.00,48.00
17-502114,3860,Property Report / O&E - Title Only,40000.00,335400.00,-295400.00,1.00,28.00,318.00,5.00,5.00,0.00,169.00
2301-201036,3860,Title and Escrow,322952.40,290320.00,32632.40,1.00,75.00,1581.00,23.00,48.00,0.00,32.00
17-502115,3863,Title Only,361550.00,338327.00,23223.00,1.00,61.00,868.00,18.00,31.00,0.00,126.00
17-502116,3860,Property Report / O&E - Title Only,20000.00,270500.00,-250500.00,1.00,43.00,585.00,3.00,14.00,0.00,68.00
17-502117,3860,Property Report / O&E - Title Only,100000.00,111100.00,-11100.00,1.00,35.00,392.00,5.00,7.00,0.00,169.00
2301-201037,3860,Title and Escrow,200000.00,0.00,200000.00,0.00,47.00,457.00,1.00,1.00,1.00,45.00
17-502118,3860,Property Report / O&E - Title Only,40000.00,325000.00,-285000.00,1.00,41.00,549.00,5.00,13.00,0.00,40.00
17-502119,3860,Property Report / O&E - Title Only,100000.00,153000.00,-53000.00,1.00,43.00,552.00,4.00,14.00,0.00,40.00
17-502120,3860,Property Report / O&E - Title Only,39000.00,224750.00,-185750.00,1.00,43.00,641.00,4.00,14.00,0.00,55.00
17-502121,3863,Property Report / O&E - Title Only,75000.00,680000.00,-605000.00,1.00,27.00,326.00,6.00,4.00,0.00,169.00
17-502122,3860,TSG - Trustee Sale Guarantee,84425.12,156000.00,-71574.88,2.00,27.00,548.00,13.00,12.00,0.00,74.00
17-502123,3863,Property Report / O&E - Title Only,325960.00,290000.00,35960.00,1.00,33.00,389.00,8.00,6.00,0.00,169.00
17-502124,3860,Property Report / O&E & Full Escrow,182400.00,613600.00,-431200.00,2.00,77.00,813.00,5.00,22.00,0.00,39.00
17-502125,3863,Title Only,186352.00,181997.00,4355.00,1.00,52.00,887.00,20.00,30.00,0.00,15.00
2301-201039,3860,Title and Escrow,47337.50,0.00,47337.50,0.00,96.00,1419.00,19.00,51.00,0.00,40.00
17-502126,3860,Property Report / O&E - Title Only,15000.00,248970.00,-233970.00,1.00,28.00,309.00,3.00,5.00,0.00,169.00
2301-201040,3860,Title and Escrow,356535.00,377000.00,-20465.00,1.00,70.00,1340.00,23.00,37.00,0.00,28.00
17-502128,3863,LCP & Sub-Escrow,160000.00,20000.00,140000.00,1.00,42.00,705.00,5.00,17.00,0.00,35.00
2301-201041,3863,Title and Escrow,201620.00,232200.00,-30580.00,2.00,80.00,1238.00,18.00,38.00,0.00,32.00
17-502129,3863,Title Only,100500.00,102116.00,-1616.00,1.00,33.00,374.00,18.00,4.00,1.00,45.00
17-502130,3860,Property Report / O&E - Title Only,16000.00,160500.00,-144500.00,1.00,51.00,605.00,3.00,17.00,0.00,61.00
17-502131,3863,LCP - Title Only,151000.00,212850.00,-61850.00,2.00,35.00,487.00,6.00,10.00,1.00,45.00
17-502132,3863,Property Report / O&E - Title Only,75000.00,287597.00,-212597.00,1.00,43.00,530.00,6.00,9.00,0.00,25.00
17-502133,3860,Property Report / O&E - Title Only,35000.00,280700.00,-245700.00,2.00,44.00,550.00,6.00,15.00,0.00,46.00
17-502134,3860,Title & Full Escrow,20000.00,218267.38,-198267.38,4.00,79.00,1383.00,29.00,45.00,0.00,56.00
17-502135,3863,LCP & Sub-Escrow,65500.00,355825.80,-290325.80,1.00,37.00,390.00,4.00,6.00,1.00,45.00
17-502136,3863,LCP - Title Only,75000.00,295000.00,-220000.00,1.00,33.00,339.00,4.00,3.00,1.00,45.00
17-502137,3863,Title Only,440000.00,444000.00,-4000.00,1.00,59.00,784.00,19.00,22.00,0.00,57.00
2301-201044,3863,Title and Escrow,329013.00,1323.02,327689.98,1.00,73.00,1239.00,17.00,26.00,0.00,53.00
17-502139,3863,Title Only,190163.00,177608.00,12555.00,1.00,35.00,381.00,18.00,5.00,1.00,45.00
17-502140,3863,TSG - Trustee Sale Guarantee,531018.48,527000.00,4018.48,1.00,17.00,566.00,12.00,6.00,0.00,74.00
17-502141,3860,Title Only,206400.00,231467.00,-25067.00,2.00,37.00,655.00,24.00,14.00,1.00,45.00
2301-201045,3860,Title and Escrow,359662.50,79700.00,279962.50,1.00,93.00,1560.00,24.00,42.00,0.00,25.00
17-502142,3863,Title & Full Escrow,341880.00,294532.00,47348.00,1.00,62.00,1020.00,17.00,13.00,0.00,41.00
2301-201049,3860,Title and Escrow,325000.00,249067.45,75932.55,6.00,56.00,738.00,29.00,12.00,1.00,45.00
17-502145,3860,Title & Sub-Escrow,109983.00,204000.00,-94017.00,1.00,59.00,947.00,23.00,32.00,0.00,74.00
2301-201050,3860,Title and Escrow,63710.00,80000.00,-16290.00,2.00,77.00,1302.00,20.00,47.00,0.00,26.00
17-502147,3860,Title Only,115966.00,220033.51,-104067.51,2.00,76.00,1024.00,14.00,37.00,0.00,92.00
17-502149,3863,Title & Full Escrow,144103.00,117245.00,26858.00,1.00,69.00,1008.00,20.00,14.00,0.00,42.00
17-502150,3863,Title & Full Escrow,140400.00,135000.00,5400.00,1.00,91.00,1270.00,31.00,27.00,0.00,90.00
2301-201051,3860,Title and Escrow,56730.00,58500.00,-1770.00,3.00,86.00,1648.00,26.00,59.00,0.00,41.00
17-502152,3863,Title & Full Escrow,123000.00,138000.00,-15000.00,1.00,64.00,760.00,17.00,12.00,0.00,40.00
17-502155,3860,Title Only,85022.00,338525.15,-253503.15,3.00,101.00,1708.00,15.00,66.00,0.00,138.00
17-502156,3863,Title & Sub-Escrow,67000.00,0.00,67000.00,0.00,71.00,992.00,18.00,33.00,0.00,34.00
17-502157,3863,LCP & Sub-Escrow,50000.00,206000.00,-156000.00,1.00,51.00,914.00,4.00,20.00,0.00,63.00
17-502158,3863,Title & Sub-Escrow,260000.00,260000.00,0.00,1.00,35.00,399.00,20.00,4.00,1.00,45.00
17-502159,3863,LCP - Title Only,70000.00,132596.00,-62596.00,1.00,45.00,690.00,4.00,13.00,0.00,26.00
2301-201052,3863,Title and Escrow,614000.00,335000.00,279000.00,1.00,59.00,552.00,16.00,12.00,1.00,45.00
17-502161,3863,LCP - Title Only,35000.00,286300.00,-251300.00,1.00,42.00,589.00,4.00,8.00,0.00,29.00
17-502162,3863,LCP - Title Only,48100.00,1200000.00,-1151900.00,1.00,48.00,704.00,5.00,12.00,0.00,46.00
2301-201053,3863,Title and Escrow,115800.00,105000.00,10800.00,1.00,68.00,1409.00,19.00,35.00,0.00,27.00
17-502163,3863,Title Only,50000.00,50000.00,0.00,1.00,74.00,957.00,18.00,21.00,0.00,32.00
17-502164,3863,LCP - Title Only,50000.00,85000.00,-35000.00,1.00,46.00,565.00,4.00,15.00,0.00,25.00
17-502165,3863,Title Only,150000.00,683000.00,-533000.00,1.00,33.00,398.00,17.00,5.00,1.00,45.00
2301-201054,3863,Title and Escrow,87000.00,18400.00,68600.00,1.00,62.00,656.00,4.00,14.00,1.00,45.00
17-502166,3863,LCP - Title Only,100000.00,175500.00,-75500.00,1.00,44.00,849.00,4.00,12.00,0.00,55.00
17-502167,3863,Title Only,293300.00,350000.00,-56700.00,1.00,48.00,583.00,19.00,12.00,0.00,49.00
2301-201056,3863,Title and Escrow,99273.50,103800.00,-4526.50,1.00,67.00,1195.00,16.00,48.00,0.00,55.00
2301-201057,3863,Title and Escrow,354000.00,60000.00,294000.00,1.00,64.00,844.00,17.00,29.00,1.00,45.00
17-502168,3863,LCP - Title Only,22000.00,102500.00,-80500.00,1.00,47.00,618.00,4.00,14.00,0.00,29.00
17-502169,3863,Title & Full Escrow,477600.00,500000.00,-22400.00,1.00,47.00,473.00,19.00,5.00,1.00,45.00
17-502170,3863,Title & Sub-Escrow,154513.00,154711.00,-198.00,1.00,57.00,973.00,18.00,26.00,0.00,39.00
17-502171,3863,Property Report / O&E - Title Only,288604.00,356600.00,-67996.00,2.00,28.00,327.00,8.00,6.00,0.00,169.00
17-502172,3863,Property Report / O&E - Title Only,1000.00,555750.00,-554750.00,1.00,28.00,317.00,8.00,5.00,0.00,169.00
2301-201062,3860,Title and Escrow,112240.00,80000.00,32240.00,2.00,90.00,1678.00,25.00,71.00,0.00,41.00
17-502173,3863,Title & Sub-Escrow,250000.00,200000.00,50000.00,1.00,56.00,891.00,21.00,22.00,0.00,36.00
2301-201063,3863,Title and Escrow,133425.00,25000.00,108425.00,1.00,82.00,1310.00,18.00,45.00,0.00,43.00
17-502174,3863,LCP - Title Only,20000.00,0.00,20000.00,0.00,50.00,865.00,4.00,10.00,0.00,96.00
17-502175,3863,Title & Sub-Escrow,75000.00,17000.00,58000.00,1.00,36.00,390.00,18.00,3.00,1.00,45.00
17-502176,3863,Title & Sub-Escrow,101500.00,157500.00,-56000.00,1.00,53.00,515.00,17.00,13.00,1.00,45.00
2301-201066,3863,Title and Escrow,86424.00,0.00,86424.00,0.00,82.00,1236.00,18.00,31.00,0.00,32.00
2301-201067,3863,Title and Escrow,164832.00,30000.00,134832.00,1.00,81.00,1397.00,20.00,50.00,0.00,45.00
2301-201069,3860,Title and Escrow,30000.00,0.00,30000.00,0.00,64.00,628.00,20.00,12.00,1.00,45.00
17-502181,3860,TSG - Trustee Sale Guarantee,461709.77,456500.00,5209.77,2.00,27.00,541.00,17.00,13.00,0.00,73.00
17-502182,3860,TSG - Trustee Sale Guarantee,191948.83,300508.00,-108559.17,2.00,25.00,551.00,17.00,15.00,0.00,73.00
17-502183,3860,TSG - Trustee Sale Guarantee,163554.00,0.00,163554.00,0.00,12.00,301.00,0.00,11.00,1.00,45.00
17-502184,3860,Title & Sub-Escrow,147050.00,171600.00,-24550.00,2.00,57.00,927.00,24.00,27.00,0.00,48.00
17-502185,3863,LCP - Title Only,20000.00,98650.00,-78650.00,1.00,49.00,628.00,4.00,9.00,0.00,40.00
17-502186,3860,Title Only,151308.00,164000.00,-12692.00,1.00,74.00,1225.00,22.00,38.00,0.00,40.00
2301-201071,3860,Title and Escrow,137000.00,148000.00,-11000.00,1.00,54.00,524.00,21.00,10.00,1.00,45.00
17-502187,3863,LCP - Title Only,100.00,1412.42,-1312.42,5.00,33.00,388.00,11.00,2.00,0.00,193.00
17-502188,3863,Title Only,137500.00,137849.00,-349.00,1.00,39.00,452.00,19.00,9.00,1.00,45.00
17-502189,3863,Title & Full Escrow,45900.00,0.00,45900.00,0.00,51.00,436.00,18.00,7.00,1.00,45.00
17-502190,3860,Title & Sub-Escrow,139055.00,0.00,139055.00,0.00,18.00,265.00,1.00,3.00,1.00,45.00
17-502191,3863,Title & Full Escrow,200000.00,202363.00,-2363.00,1.00,57.00,580.00,22.00,16.00,1.00,45.00
2301-201072,3860,Title and Escrow,93912.00,63000.00,30912.00,1.00,96.00,1565.00,21.00,52.00,0.00,35.00
17-502192,3863,Title Only,300000.00,405000.00,-105000.00,1.00,60.00,1182.00,19.00,30.00,0.00,33.00
17-502193,3863,Property Report / O&E - Title Only,1.00,312000.00,-311999.00,1.00,26.00,310.00,9.00,3.00,0.00,168.00
17-502194,3863,Property Report / O&E - Title Only,1200000.00,200000.00,1000000.00,1.00,28.00,330.00,9.00,5.00,0.00,168.00
2301-201073,3860,Title and Escrow,98073.00,233000.00,-134927.00,1.00,118.00,1705.00,20.00,67.00,0.00,102.00
17-502195,3860,Property Report / O&E - Title Only,103500.00,416000.00,-312500.00,1.00,42.00,552.00,4.00,11.00,0.00,55.00
2301-201074,3860,Title and Escrow,95025.00,150000.00,-54975.00,1.00,82.00,1472.00,23.00,45.00,0.00,26.00
17-502196,3860,Property Report / O&E - Title Only,50000.00,98000.00,-48000.00,1.00,42.00,559.00,4.00,11.00,0.00,61.00
17-502197,3860,Property Report / O&E & Full Escrow,47800.00,315950.00,-268150.00,2.00,75.00,845.00,6.00,28.00,0.00,84.00
17-502198,3863,Property Report / O&E - Title Only,100000.00,468000.00,-368000.00,1.00,40.00,568.00,6.00,12.00,0.00,47.00
17-502199,3863,Title & Sub-Escrow,66000.00,178000.00,-112000.00,2.00,68.00,1087.00,20.00,27.00,0.00,34.00
17-502200,3863,LCP - Title Only,75000.00,228000.00,-153000.00,1.00,47.00,611.00,5.00,13.00,0.00,24.00
17-502202,3860,Title & Full Escrow,138000.00,259750.00,-121750.00,2.00,96.00,1656.00,25.00,44.00,0.00,73.00
17-502203,3860,Title & Full Escrow,189200.00,258700.00,-69500.00,2.00,111.00,1580.00,15.00,51.00,0.00,69.00
17-502204,3863,Property Report / O&E - Title Only,50000.00,284000.00,-234000.00,1.00,39.00,508.00,6.00,12.00,0.00,32.00
17-502205,3860,Property Report / O&E - Title Only,21000.00,147500.00,-126500.00,2.00,42.00,586.00,5.00,13.00,0.00,48.00
17-502206,3863,Property Report / O&E - Title Only,50000.00,625500.00,-575500.00,1.00,41.00,593.00,6.00,11.00,0.00,61.00
17-502207,3860,Property Report / O&E - Title Only,30000.00,170000.00,-140000.00,1.00,47.00,580.00,6.00,11.00,0.00,59.00
17-502209,3863,LCP - Title Only,20000.00,234714.00,-214714.00,1.00,47.00,610.00,4.00,13.00,0.00,27.00
17-502210,3860,Property Report / O&E - Title Only,53450.00,89050.00,-35600.00,1.00,41.00,543.00,3.00,12.00,0.00,38.00
2301-201077,3860,Title and Escrow,352782.00,1100000.00,-747218.00,4.00,81.00,1690.00,19.00,36.00,0.00,20.00
17-502212,3860,Title Only,73313.00,133744.00,-60431.00,2.00,73.00,883.00,26.00,31.00,0.00,80.00
2301-201078,3860,Title and Escrow,54967.00,632.56,54334.44,1.00,94.00,1598.00,22.00,60.00,0.00,117.00
17-502214,3863,Property Report / O&E - Title Only,250000.00,533785.00,-283785.00,1.00,43.00,544.00,6.00,9.00,0.00,49.00
17-502215,3860,Title & Sub-Escrow,108498.00,0.00,108498.00,0.00,19.00,226.00,1.00,4.00,1.00,45.00
17-502218,3863,Title & Full Escrow,127035.00,125000.00,2035.00,1.00,76.00,1122.00,31.00,22.00,0.00,42.00
17-502219,3863,Title & Full Escrow,292500.00,300000.00,-7500.00,1.00,76.00,887.00,18.00,18.00,0.00,59.00
2301-201079,3860,Title and Escrow,269959.00,0.00,269959.00,0.00,75.00,1090.00,26.00,30.00,0.00,32.00
17-502220,3863,Title & Full Escrow,577950.00,663750.00,-85800.00,1.00,69.00,808.00,19.00,14.00,0.00,40.00
2301-201080,3863,Title and Escrow,425000.00,0.00,425000.00,0.00,68.00,1073.00,17.00,30.00,0.00,40.00
2301-201081,3863,Title and Escrow,523000.00,513750.00,9250.00,1.00,47.00,362.00,16.00,4.00,1.00,45.00
17-502223,3860,Title & Sub-Escrow,234400.00,480000.00,-245600.00,2.00,62.00,1012.00,25.00,30.00,0.00,69.00
2301-201082,29189,Title and Escrow,89687.10,0.00,89687.10,0.00,76.00,1858.00,3.00,48.00,0.00,52.00
17-502224,3860,Title Only,113296.00,223200.00,-109904.00,1.00,70.00,904.00,25.00,31.00,0.00,84.00
17-502225,3863,Title & Sub-Escrow,91000.00,130000.00,-39000.00,1.00,65.00,969.00,20.00,25.00,0.00,33.00
17-502226,3863,Title & Sub-Escrow,500000.00,518218.00,-18218.00,2.00,79.00,1157.00,21.00,40.00,0.00,52.00
2301-201083,3860,Title and Escrow,72062.00,43250.00,28812.00,1.00,87.00,1455.00,20.00,40.00,0.00,56.00
2301-201084,3863,Title and Escrow,249060.00,110700.00,138360.00,1.00,82.00,1251.00,19.00,46.00,0.00,24.00
17-502232,3863,LCP - Title Only,100000.00,0.00,100000.00,0.00,17.00,211.00,0.00,4.00,1.00,45.00
2301-201086,3863,Title and Escrow,329013.00,938250.00,-609237.00,1.00,63.00,1162.00,17.00,32.00,0.00,26.00
2301-201087,3863,Title and Escrow,96690.00,0.00,96690.00,0.00,94.00,1807.00,5.00,53.00,0.00,34.00
17-502236,3863,Title Only,77750.00,168500.00,-90750.00,1.00,41.00,484.00,20.00,5.00,1.00,45.00
2301-201088,3863,Title and Escrow,300000.00,0.00,300000.00,0.00,37.00,241.00,2.00,1.00,1.00,45.00
2301-201089,3860,Title and Escrow,200000.00,0.00,200000.00,0.00,53.00,564.00,20.00,8.00,1.00,45.00
17-502237,3860,Title Only,98139.00,118000.00,-19861.00,1.00,75.00,1038.00,26.00,43.00,0.00,63.00
2301-201091,3863,Title and Escrow,262150.00,216333.33,45816.67,1.00,91.00,1350.00,18.00,37.00,0.00,52.00
